Player;stats_Nation;stats_Pos;stats_Squad;stats_Comp;stats_Age;stats_Born;stats_MP;stats_Starts;stats_Min;stats_90s;stats_Gls;stats_Ast;stats_G+A;stats_G-PK;stats_PK;stats_PKatt;stats_CrdY;stats_CrdR;stats_Gls_1;stats_Ast_2;stats_G+A_3;stats_G-PK_4;stats_G+A-PK;shooting_Nation;shooting_Pos;shooting_Squad;shooting_Comp;shooting_Age;shooting_Born;shooting_90s;shooting_Gls;shooting_Sh;shooting_SoT;shooting_SoT%;shooting_Sh/90;shooting_SoT/90;shooting_G/Sh;shooting_G/SoT;shooting_Dist;shooting_PK;shooting_PKatt;passing_Nation;passing_Pos;passing_Squad;passing_Comp;passing_Age;passing_Born;passing_90s;passing_Cmp;passing_Att;passing_Cmp%;passing_TotDist;passing_PrgDist;passing_Cmp_5;passing_Att_6;passing_Cmp%_7;passing_Cmp_8;passing_Att_9;passing_Cmp%_10;passing_Cmp_11;passing_Att_12;passing_Cmp%_13;passing_Ast;passing_A-xAG;passing_KP;passing_1/3;passing_PPA;passing_CrsPA;passing_types_Nation;passing_types_Pos;passing_types_Squad;passing_types_Comp;passing_types_Age;passing_types_Born;passing_types_90s;passing_types_Att;passing_types_Live;passing_types_Dead;passing_types_FK;passing_types_TB;passing_types_Sw;passing_types_Crs;passing_types_TI;passing_types_CK;passing_types_In;passing_types_Out;passing_types_Str;passing_types_Cmp;passing_types_Off;passing_types_Blocks;gca_Nation;gca_Pos;gca_Squad;gca_Comp;gca_Age;gca_Born;gca_90s;gca_SCA;gca_SCA90;gca_PassLive;gca_PassDead;gca_TO;gca_Sh;gca_Fld;gca_Def;gca_GCA;gca_GCA90;gca_PassLive_14;gca_PassDead_15;gca_TO_16;gca_Sh_17;gca_Fld_18;gca_Def_19;defense_Nation;defense_Pos;defense_Squad;defense_Comp;defense_Age;defense_Born;defense_90s;defense_Tkl;defense_TklW;defense_Def 3rd;defense_Mid 3rd;defense_Att 3rd;defense_Tkl_20;defense_Att;defense_Tkl%;defense_Lost;defense_Blocks;defense_Sh;defense_Pass;defense_Int;defense_Tkl+Int;defense_Clr;defense_Err;possession_Nation;possession_Pos;possession_Squad;possession_Comp;possession_Age;possession_Born;possession_90s;possession_Touches;possession_Def Pen;possession_Def 3rd;possession_Mid 3rd;possession_Att 3rd;possession_Att Pen;possession_Live;possession_Att;possession_Succ;possession_Succ%;possession_Tkld;possession_Tkld%;possession_Carries;possession_TotDist;possession_PrgDist;possession_1/3;possession_CPA;possession_Mis;possession_Dis;possession_Rec;playingtime_Nation;playingtime_Pos;playingtime_Squad;playingtime_Comp;playingtime_Age;playingtime_Born;playingtime_MP;playingtime_Min;playingtime_Mn/MP;playingtime_Min%;playingtime_90s;playingtime_Starts;playingtime_Mn/Start;playingtime_Compl;playingtime_Subs;playingtime_Mn/Sub;playingtime_unSub;playingtime_PPM;playingtime_onG;playingtime_onGA;playingtime_+/-;playingtime_+/-90;playingtime_On-Off;misc_Nation;misc_Pos;misc_Squad;misc_Comp;misc_Age;misc_Born;misc_90s;misc_CrdY;misc_CrdR;misc_2CrdY;misc_Fls;misc_Fld;misc_Off;misc_Crs;misc_Int;misc_TklW;misc_PKwon;misc_PKcon;misc_OG
Cristopher Barrera;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;6;1;170;19;1;1;2;1;0;0;1;0;53;53;106;53;106;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;19;1;3;1;333;159;53;33;100;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;19;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;6;170;28;63;19;1;89;0;5;16;3;200;3;2;1;53;53;cl CHI;MF;Coquimbo Unido;Primera Division Chile;24;1998;19;1;0;0;1;1;0;6;0;0;0;0;0
Tobías Figueroa;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;25;10;1,129;125;1;1;2;1;0;0;3;0;8;8;16;8;16;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;125;1;50;9;180;399;72;2;11;0;0;0;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;125;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;125;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;25;1,129;45;418;125;10;77;3;15;24;2;88;15;23;-8;-64;51;ar ARG;FW,MF;Curico Unido;Primera Division Chile;30;1992;125;3;0;0;16;8;19;3;2;4;0;0;0
Fabián Carmona;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;14;2;344;38;1;1;2;1;0;0;2;0;26;26;52;26;52;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;38;1;7;2;286;183;52;14;50;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;38;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;38;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;14;344;25;127;38;2;63;0;12;18;10;207;5;7;-2;-52;-64;cl CHI;MF;Coquimbo Unido;Primera Division Chile;28;1994;38;2;0;0;11;3;0;5;2;7;0;0;0
Nicolás Barrios;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;16;13;943;105;2;0;2;2;0;0;0;0;19;0;19;19;19;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;105;2;12;3;250;115;29;17;67;0;0;0;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;105;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;105;0;10;0;0;0;0;0;0;0;0;0;0;4;0;0;0;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;16;943;59;349;105;13;69;2;3;17;2;56;11;17;-6;-57;55;cl CHI;FW,MF;Curico Unido;Primera Division Chile;19;2003;105;0;0;0;7;5;7;18;4;10;0;0;0
Kennet Lara;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;8;6;530;59;2;0;2;2;0;0;0;0;34;0;34;34;34;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;59;2;5;2;400;85;34;40;100;0;0;0;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;59;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;59;0;4;0;0;0;0;0;0;0;0;0;0;9;0;0;0;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;8;530;66;196;59;6;86;4;2;7;4;88;7;10;-3;-51;53;cl CHI;DF;Curico Unido;Primera Division Chile;23;1999;59;0;0;0;3;0;0;5;9;4;0;0;0
Yerko Leiva;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;27;25;1,989;221;2;0;2;2;0;1;2;1;9;0;9;9;9;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;221;2;31;11;355;140;50;6;18;0;0;1;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;221;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;221;0;29;0;0;0;0;0;0;0;0;0;0;22;0;0;0;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;27;1,989;74;737;221;25;78;9;2;15;1;70;22;43;-21;-95;-6;cl CHI;MF;Curico Unido;Primera Division Chile;24;1998;221;2;1;0;25;20;1;50;22;29;0;0;0
Diego García Medina;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;27;25;2,24;249;1;1;2;1;0;0;8;1;4;4;8;4;8;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;249;1;12;4;333;48;16;8;25;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;249;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;249;0;31;0;0;0;0;0;0;0;0;0;0;25;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;27;2,24;83;830;249;25;87;19;2;30;0;111;27;40;-13;-52;-52;cl CHI;DF;Deportes Copiapó;Primera Division Chile;26;1996;249;8;1;1;25;8;0;2;25;31;0;0;0
Agustín Ortiz;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;20;17;1,481;165;1;1;2;1;0;0;6;1;6;6;12;6;12;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;165;1;5;3;600;30;18;20;33;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;165;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;165;0;29;0;0;0;0;0;0;0;0;0;0;31;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;20;1,481;74;549;165;17;85;12;3;11;4;130;22;24;-2;-12;69;cl CHI;DF;Deportes Copiapó;Primera Division Chile;24;1999;165;6;1;1;18;11;1;14;31;29;0;0;0
Julian Alfaro;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;27;13;1,325;147;2;0;2;2;0;0;5;1;14;0;14;14;14;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;147;2;27;14;519;183;95;7;14;0;0;0;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;147;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;147;0;15;0;0;0;0;0;0;0;0;0;0;5;0;0;0;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;27;1,325;49;491;147;13;66;2;14;33;0;107;22;22;0;0;85;cl CHI;MF,FW;Deportes Magallanes;Primera Division Chile;21;2001;147;5;1;0;29;27;3;46;5;15;0;0;0
Simón Contreras;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;22;6;829;92;1;1;2;1;0;0;1;0;11;11;22;11;22;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;92;1;12;3;250;130;33;8;33;0;0;0;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;92;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;92;0;15;0;0;0;0;0;0;0;0;0;0;9;0;0;0;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;22;829;38;307;92;6;64;0;16;28;1;82;12;15;-3;-33;16;cl CHI;DF,FW;Deportes Magallanes;Primera Division Chile;20;2002;92;1;0;0;8;12;2;29;9;15;0;0;0
Omar Merlo;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;20;14;1,376;153;1;0;1;1;0;0;5;0;7;0;7;7;7;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;153;1;5;3;600;33;20;20;33;0;0;0;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;153;0;12;0;0;0;0;0;0;0;0;0;0;18;0;0;0;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;20;1,376;69;510;153;14;89;13;6;22;7;80;14;30;-16;-105;-23;ar ARG;DF;Curico Unido;Primera Division Chile;35;1987;153;5;0;0;4;14;1;0;18;12;0;0;0
Felipe Espinoza;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;24;23;2;222;0;2;2;0;0;0;5;0;0;9;9;0;9;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;222;0;9;0;0;41;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;222;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;222;0;36;0;0;0;0;0;0;0;0;0;0;27;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;24;2;83;741;222;23;85;16;1;45;2;100;21;30;-9;-41;11;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;23;1999;222;5;0;0;18;20;2;38;27;36;0;0;0
Agustín Nadruz;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;26;24;2,014;224;0;0;0;0;0;0;7;0;0;0;0;0;0;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;224;0;21;7;333;94;31;0;0;0;0;0;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;224;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;224;0;48;0;0;0;0;0;0;0;0;0;0;21;0;0;0;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;26;2,014;77;746;224;24;83;15;2;8;0;88;17;39;-22;-98;-20;uy URU;MF,DF;Curico Unido;Primera Division Chile;26;1996;224;7;0;0;26;18;0;3;21;48;0;0;0
Iván Vásquez;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;18;13;1,02;113;0;2;2;0;0;0;1;0;0;18;18;0;18;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;113;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;113;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;113;0;6;0;0;0;0;0;0;0;0;0;0;14;0;0;0;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;18;1,02;57;378;113;13;69;5;5;25;7;139;16;17;-1;-9;55;cl CHI;MF;Deportes Magallanes;Primera Division Chile;37;1985;113;1;0;0;9;5;0;2;14;6;0;0;0
Felipe Campos;cl CHI;DF;Everton;Primera Division Chile;29;1993;19;14;1,392;155;1;1;2;1;0;0;2;0;6;6;13;6;13;cl CHI;DF;Everton;Primera Division Chile;29;1993;155;1;6;4;667;39;26;17;25;0;0;0;cl CHI;DF;Everton;Primera Division Chile;29;1993;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;DF;Everton;Primera Division Chile;29;1993;155;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;cl CHI;DF;Everton;Primera Division Chile;29;1993;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Everton;Primera Division Chile;29;1993;155;0;30;0;0;0;0;0;0;0;0;0;0;22;0;0;0;cl CHI;DF;Everton;Primera Division Chile;29;1993;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Everton;Primera Division Chile;29;1993;19;1,392;73;516;155;14;88;11;5;33;2;163;21;20;1;6;-7;cl CHI;DF;Everton;Primera Division Chile;29;1993;155;2;0;0;7;7;1;47;22;30;0;0;0
Jorge Espejo;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;25;19;1,585;176;1;1;2;1;0;0;4;0;6;6;11;6;11;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;176;1;17;5;294;97;28;6;20;0;0;0;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;176;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;176;0;28;0;0;0;0;0;0;0;0;0;0;17;0;0;0;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;25;1,585;63;587;176;19;73;7;6;33;3;144;21;25;-4;-23;-79;cl CHI;MF,DF;Everton;Primera Division Chile;22;2000;176;4;0;0;19;14;1;59;17;28;0;0;0
Diego Oyarzún;cl CHI;DF;Everton;Primera Division Chile;30;1993;29;29;2,555;284;1;1;2;1;0;0;5;0;4;4;7;4;7;cl CHI;DF;Everton;Primera Division Chile;30;1993;284;1;13;2;154;46;7;8;50;0;0;0;cl CHI;DF;Everton;Primera Division Chile;30;1993;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;DF;Everton;Primera Division Chile;30;1993;284;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;cl CHI;DF;Everton;Primera Division Chile;30;1993;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Everton;Primera Division Chile;30;1993;284;0;27;0;0;0;0;0;0;0;0;0;0;43;0;0;0;cl CHI;DF;Everton;Primera Division Chile;30;1993;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Everton;Primera Division Chile;30;1993;29;2,555;88;946;284;29;88;27;0;0;0;152;41;38;3;11;11;cl CHI;DF;Everton;Primera Division Chile;30;1993;284;5;0;0;28;9;0;4;43;27;0;0;0
Nicolás Baeza;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;21;15;1,242;138;0;2;2;0;0;0;6;0;0;14;14;0;14;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;138;0;9;3;333;65;22;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;138;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;138;0;13;0;0;0;0;0;0;0;0;0;0;30;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;21;1,242;59;460;138;15;75;5;6;20;1;171;20;16;4;29;-57;cl CHI;DF;Huachipato;Primera Division Chile;25;1997;138;6;0;0;21;11;1;56;30;13;0;0;0
Joaquín Gutierrez;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;29;22;2,037;226;0;2;2;0;0;0;1;0;0;9;9;0;9;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;226;0;12;2;167;53;9;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;226;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;226;0;17;0;0;0;0;0;0;0;0;0;0;24;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;29;2,037;70;754;226;22;87;19;7;18;1;193;36;25;11;49;-46;cl CHI;DF;Huachipato;Primera Division Chile;20;2002;226;1;0;0;17;18;3;88;24;17;0;0;0
Tomás Astaburuaga;cl CHI;DF;La Calera;Primera Division Chile;26;1996;28;27;2,409;268;1;1;2;1;0;0;6;0;4;4;7;4;7;cl CHI;DF;La Calera;Primera Division Chile;26;1996;268;1;6;1;167;22;4;17;100;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;26;1996;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;26;1996;268;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;26;1996;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;26;1996;268;0;17;0;0;0;0;0;0;0;0;0;0;28;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;26;1996;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;La Calera;Primera Division Chile;26;1996;28;2,409;86;892;268;27;89;26;1;16;1;132;36;39;-3;-11;-135;cl CHI;DF;La Calera;Primera Division Chile;26;1996;268;6;0;0;17;21;2;3;28;17;0;0;0
