Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
Rodrigo Bogarín,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,14,9,584,6.5,1,0,1,1,0,0,3,0,0.5,0.5,0.7,1.3,11,32,27,0.15,0.00,0.15,0.15,0.15,0.08,0.11,0.19,0.08,0.19,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,6.5,1,12,3,25.0,1.85,0.46,0.08,0.33,24.4,0,0,0,0.5,0.5,0.04,+0.5,+0.5,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,6.5,164,233,70.4,2714,800,85,102,83.3,48,61,78.7,22,41,53.7,0,0.7,0.8,-0.7,9,20,6,1,32,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,6.5,233,209,23,7,3,3,17,0,15,6,6,0,164,1,9,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,6.5,24,3.70,16,4,2,1,1,0,1,0.15,1,0,0,0,0,0,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,6.5,11,6,4,7,0,8,20,40.0,12,6,1,5,6,17,5,0,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,6.5,304,10,50,143,112,9,304,14,7,50.0,5,35.7,143,719,364,11,8,2,21,3,182,27,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,14,584,42,24.0,6.5,9,56,1,5,16,8,1.53,15,11,+4,+0.62,+0.18,10.4,9.7,+0.7,+0.11,-0.04,py PAR,MF,Defensa y Just,Primera Division Argentina,25,1997,6.5,3,0,0,11,8,0,17,6,6,0,0,0,33,6,6,50.0
Luciano Boggio,it ITA,MF,Lanús,Primera Division Argentina,23,1999,24,16,"1,443",16.0,0,3,3,0,0,0,6,2,1.3,1.3,3.1,4.4,28,68,51,0.00,0.19,0.19,0.00,0.19,0.08,0.20,0.27,0.08,0.27,it ITA,MF,Lanús,Primera Division Argentina,23,1999,16.0,0,15,5,33.3,0.94,0.31,0.00,0.00,22.1,3,0,0,1.3,1.3,0.08,-1.3,-1.3,it ITA,MF,Lanús,Primera Division Argentina,23,1999,16.0,481,660,72.9,8725,3124,219,258,84.9,174,214,81.3,72,142,50.7,3,3.1,2.6,-0.1,35,57,13,3,68,it ITA,MF,Lanús,Primera Division Argentina,23,1999,16.0,660,549,106,56,1,4,90,3,47,15,29,0,481,5,21,it ITA,MF,Lanús,Primera Division Argentina,23,1999,16.0,60,3.74,26,22,4,2,6,0,8,0.50,4,2,1,0,1,0,it ITA,MF,Lanús,Primera Division Argentina,23,1999,16.0,24,15,6,16,2,12,46,26.1,34,21,3,18,16,40,15,0,it ITA,MF,Lanús,Primera Division Argentina,23,1999,16.0,824,13,142,460,240,14,824,50,22,44.0,21,42.0,427,2533,1051,28,19,3,29,19,475,51,it ITA,MF,Lanús,Primera Division Argentina,23,1999,24,"1,443",60,59.4,16.0,16,75,3,8,30,1,1.58,23,14,+9,+0.56,+0.38,22.3,15.2,+7.1,+0.45,+0.29,it ITA,MF,Lanús,Primera Division Argentina,23,1999,16.0,6,2,2,14,30,0,90,16,15,0,0,0,108,12,21,36.4
Agustín Bolívar,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,16,12,"1,075",11.9,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,7,48,8,0.00,0.08,0.08,0.00,0.08,0.03,0.01,0.05,0.03,0.05,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,11.9,0,11,2,18.2,0.92,0.17,0.00,0.00,23.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,11.9,269,380,70.8,5000,1888,102,128,79.7,125,157,79.6,34,74,45.9,1,0.1,0.3,+0.9,4,40,4,2,48,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,11.9,380,370,7,7,1,2,3,0,0,0,0,0,269,3,5,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,11.9,12,1.00,11,0,0,1,0,0,3,0.25,3,0,0,0,0,0,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,11.9,23,16,6,14,3,13,28,46.4,15,9,3,6,18,41,25,0,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,11.9,511,32,133,315,68,5,511,8,2,25.0,6,75.0,211,1103,509,7,9,0,12,11,227,8,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,16,"1,075",67,44.2,11.9,12,79,7,4,32,9,1.24,10,17,-7,-0.59,-0.12,11.1,17.6,-6.5,-0.55,-0.69,ar ARG,MF,Gimnasia–LP,Primera Division Argentina,27,1996,11.9,1,0,0,15,9,0,3,18,16,0,0,0,92,15,25,37.5
Enrique Bologna,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6.0,151,191,79.1,4080,2801,23,23,100.0,80,81,98.8,47,86,54.7,0,0.0,0.0,0.0,0,2,0,0,0,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6.0,191,124,67,10,0,1,0,0,0,0,0,0,151,0,0,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6.0,203,176,203,0,0,0,203,0,0,0,0,0,103,551,413,0,0,0,0,0,92,0,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6,540,90,22.2,6.0,6,90,6,0,0,16,1.83,10,7,+3,+0.50,+0.02,7.1,8.0,-0.9,-0.15,-0.37,ar ARG,GK,Defensa y Just,Primera Division Argentina,40,1982,6.0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,50.0
Fabián Bordagaray,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,10,1,237,2.6,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,6,7,19,0.00,0.38,0.38,0.00,0.38,0.13,0.13,0.26,0.13,0.26,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,2.6,0,3,1,33.3,1.14,0.38,0.00,0.00,20.0,1,0,0,0.3,0.3,0.11,-0.3,-0.3,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,2.6,75,99,75.8,1160,263,41,55,74.5,31,35,88.6,3,4,75.0,1,0.4,0.3,+0.6,2,4,3,1,7,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,2.6,99,95,4,0,0,1,3,1,1,0,0,0,75,0,2,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,2.6,5,1.90,4,0,1,0,0,0,1,0.38,1,0,0,0,0,0,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,2.6,3,3,2,1,0,2,3,66.7,1,5,0,5,2,5,2,0,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,2.6,126,3,15,54,58,11,126,5,1,20.0,4,80.0,54,410,141,6,2,3,4,3,90,19,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,10,237,24,9.8,2.6,1,56,0,9,20,15,1.50,3,3,0,0.00,+0.25,3.1,3.8,-0.7,-0.27,-0.01,ar ARG,"FW,MF",Belgrano,Primera Division Argentina,35,1987,2.6,1,0,0,3,2,0,3,2,3,0,0,0,6,5,5,50.0
Miguel Borja,co COL,FW,River Plate,Primera Division Argentina,30,1993,21,9,818,9.1,5,1,6,3,2,2,2,0,4.9,3.4,0.5,3.9,8,16,65,0.55,0.11,0.66,0.33,0.44,0.54,0.06,0.60,0.37,0.43,co COL,FW,River Plate,Primera Division Argentina,30,1993,9.1,5,28,10,35.7,3.08,1.10,0.11,0.30,16.3,0,2,2,4.9,3.4,0.13,+0.1,-0.4,co COL,FW,River Plate,Primera Division Argentina,30,1993,9.1,112,178,62.9,1759,328,53,79,67.1,39,56,69.6,11,18,61.1,1,0.5,0.5,+0.5,10,11,4,0,16,co COL,FW,River Plate,Primera Division Argentina,30,1993,9.1,178,165,12,1,0,3,4,0,0,0,0,0,112,1,8,co COL,FW,River Plate,Primera Division Argentina,30,1993,9.1,22,2.42,16,0,0,3,3,0,2,0.22,2,0,0,0,0,0,co COL,FW,River Plate,Primera Division Argentina,30,1993,9.1,6,4,0,4,2,1,2,50.0,1,6,0,6,0,6,10,0,co COL,FW,River Plate,Primera Division Argentina,30,1993,9.1,288,8,15,118,161,47,286,11,4,36.4,7,63.6,159,595,216,8,9,3,30,4,209,65,co COL,FW,River Plate,Primera Division Argentina,30,1993,21,818,39,33.7,9.1,9,68,0,12,18,5,2.05,11,12,-1,-0.11,-1.84,12.1,8.2,+3.9,+0.43,-0.75,co COL,FW,River Plate,Primera Division Argentina,30,1993,9.1,2,0,0,10,9,12,4,0,4,0,0,0,21,22,29,43.1
Mauro Boselli,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,22,17,"1,367",15.2,6,2,8,6,0,1,1,0,6.3,5.4,1.8,7.2,3,16,74,0.40,0.13,0.53,0.40,0.53,0.42,0.12,0.54,0.36,0.48,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,15.2,6,36,11,30.6,2.37,0.72,0.17,0.55,12.6,0,0,1,6.3,5.4,0.15,-0.3,+0.6,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,15.2,202,302,66.9,3089,301,116,154,75.3,56,90,62.2,20,29,69.0,2,1.8,1.0,+0.2,14,12,3,0,16,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,15.2,302,269,31,2,1,2,2,0,0,0,0,0,202,2,8,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,15.2,28,1.85,18,0,1,7,2,0,4,0.26,2,0,0,2,0,0,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,15.2,3,1,0,2,1,1,10,10.0,9,2,0,2,0,3,16,0,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,15.2,414,16,19,218,177,72,413,15,5,33.3,9,60.0,215,687,199,3,4,3,23,3,316,74,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,22,"1,367",62,56.3,15.2,17,73,3,5,25,1,1.59,19,12,+7,+0.46,+0.12,17.5,10.0,+7.4,+0.49,+0.31,ar ARG,FW,Estudiantes,Primera Division Argentina,37,1985,15.2,1,0,0,12,26,7,2,0,1,0,0,0,15,41,50,45.1
Walter Bou,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,18,13,952,10.6,3,2,5,3,0,0,1,0,2.7,2.7,1.1,3.8,21,28,78,0.28,0.19,0.47,0.28,0.47,0.25,0.10,0.36,0.25,0.36,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,10.6,3,26,8,30.8,2.46,0.76,0.12,0.38,20.8,2,0,0,2.7,2.7,0.10,+0.3,+0.3,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,10.6,265,412,64.3,4384,1386,139,177,78.5,75,107,70.1,34,75,45.3,2,1.1,1.0,+0.9,19,19,9,2,28,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,10.6,412,342,68,21,3,1,68,3,36,4,27,0,265,2,25,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,10.6,34,3.22,18,11,2,2,1,0,4,0.38,1,1,1,0,1,0,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,10.6,26,14,6,16,4,9,22,40.9,13,16,3,13,5,31,7,0,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,10.6,598,7,68,260,275,29,598,43,21,48.8,19,44.2,327,1583,507,21,12,5,46,32,347,78,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,18,952,53,39.2,10.6,13,65,0,5,21,6,1.33,8,9,-1,-0.09,+0.03,7.8,7.5,+0.3,+0.03,+0.11,ar ARG,"FW,MF",Vélez Sarsfield,Primera Division Argentina,29,1993,10.6,1,0,0,17,11,7,68,5,14,0,0,0,73,16,16,50.0
Diego Braghieri,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,6,5,457,5.1,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,6,14,0,0.20,0.00,0.20,0.20,0.20,0.13,0.00,0.13,0.13,0.13,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,5.1,1,2,1,50.0,0.39,0.20,0.50,1.00,9.3,0,0,0,0.6,0.6,0.32,+0.4,+0.4,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,5.1,146,201,72.6,3159,1084,39,47,83.0,86,101,85.1,21,47,44.7,0,0.0,0.0,0.0,0,8,1,0,14,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,5.1,201,187,12,10,0,4,0,0,0,0,0,0,146,2,1,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,5.1,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,5.1,5,3,4,1,0,2,3,66.7,1,9,6,3,4,9,36,0,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,5.1,261,52,165,89,8,5,261,1,1,100.0,0,0.0,107,631,464,6,0,0,0,0,141,0,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,6,457,76,18.8,5.1,5,86,4,1,26,19,2.17,7,2,+5,+0.98,+0.71,6.3,4.4,+1.9,+0.38,+0.07,ar ARG,DF,Lanús,Primera Division Argentina,35,1987,5.1,1,0,0,2,3,0,0,4,3,0,0,0,22,18,11,62.1
Malcom Braida,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,25,24,"2,195",24.4,1,2,3,1,0,0,5,0,1.8,1.8,2.8,4.7,97,109,185,0.04,0.08,0.12,0.04,0.12,0.08,0.12,0.19,0.08,0.19,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,24.4,1,23,8,34.8,0.94,0.33,0.04,0.13,20.0,0,0,0,1.8,1.8,0.10,-0.8,-0.8,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,24.4,925,1300,71.2,13870,6161,502,592,84.8,317,440,72.0,56,145,38.6,2,2.8,3.5,-0.8,30,71,48,22,109,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,24.4,1300,1036,255,12,2,3,116,238,5,4,0,0,925,9,48,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,24.4,83,3.40,65,3,8,2,3,2,6,0.25,4,0,0,1,1,0,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,24.4,68,54,33,26,9,46,75,61.3,29,47,2,45,24,92,43,1,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,24.4,1622,52,359,687,594,46,1622,99,55,55.6,38,38.4,856,4787,2716,97,46,9,48,29,890,185,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,25,"2,195",88,90.3,24.4,24,90,24,1,35,0,1.68,21,11,+10,+0.41,+0.41,26.0,17.6,+8.4,+0.34,+1.02,ar ARG,"DF,MF",San Lorenzo,Primera Division Argentina,25,1997,24.4,5,0,0,24,38,2,116,24,54,1,0,0,176,31,25,55.4
Moisés Brandán,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,3,3,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,2.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,2.3,68,105,64.8,1436,800,21,24,87.5,34,42,81.0,12,32,37.5,0,0.0,0.1,0.0,0,8,2,0,6,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,2.3,105,74,31,1,0,2,4,30,0,0,0,0,68,0,7,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,2.3,5,2.17,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,2.3,4,4,3,1,0,3,7,42.9,4,3,0,3,3,7,7,0,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,2.3,127,5,45,63,21,0,127,3,1,33.3,1,33.3,47,214,117,1,2,0,1,0,49,4,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,3,207,69,8.5,2.3,3,69,1,0,0,10,0.67,2,2,0,0.00,+0.08,2.3,2.6,-0.3,-0.14,+0.08,ar ARG,DF,Atlé Tucumán,Primera Division Argentina,22,2000,2.3,1,0,0,1,1,0,4,3,4,0,0,0,16,4,3,57.1
Néstor Breitenbruch,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,19,16,"1,521",16.9,0,1,1,0,0,0,0,0,0.5,0.5,1.0,1.6,13,60,12,0.00,0.06,0.06,0.00,0.06,0.03,0.06,0.09,0.03,0.09,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,16.9,0,9,3,33.3,0.53,0.18,0.00,0.00,16.6,1,0,0,0.5,0.5,0.06,-0.5,-0.5,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,16.9,492,731,67.3,9508,4618,189,232,81.5,237,307,77.2,63,160,39.4,1,1.0,0.3,0.0,6,55,6,3,60,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,16.9,731,635,92,20,0,7,21,72,0,0,0,0,492,4,20,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,16.9,11,0.65,9,0,0,2,0,0,1,0.06,0,0,0,1,0,0,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,16.9,43,22,30,11,2,23,45,51.1,22,29,13,16,12,55,50,0,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,16.9,903,81,424,399,92,11,903,20,10,50.0,9,45.0,420,2404,1407,13,7,0,9,3,441,12,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,19,"1,521",80,62.6,16.9,16,89,14,3,33,8,0.89,10,18,-8,-0.47,+0.32,15.8,20.3,-4.4,-0.26,+0.45,ar ARG,DF,Arsenal,Primera Division Argentina,27,1995,16.9,0,0,0,13,5,1,21,12,22,0,0,0,121,29,29,50.0
Norberto Briasco,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,14,2,340,3.8,1,1,2,1,0,0,0,0,0.5,0.5,0.2,0.7,17,12,55,0.26,0.26,0.53,0.26,0.53,0.12,0.06,0.19,0.12,0.19,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,3.8,1,7,4,57.1,1.85,1.06,0.14,0.25,22.1,0,0,0,0.5,0.5,0.07,+0.5,+0.5,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,3.8,97,127,76.4,1346,299,63,72,87.5,27,33,81.8,5,13,38.5,1,0.2,0.8,+0.8,4,7,5,1,12,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,3.8,127,121,6,1,0,0,14,3,2,0,1,0,97,0,4,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,3.8,18,4.75,12,1,2,0,2,1,4,1.06,3,0,1,0,0,0,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,3.8,6,5,0,5,1,0,5,0.0,5,6,0,6,0,6,0,0,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,3.8,195,1,13,84,102,12,195,27,13,48.1,13,48.1,132,941,449,17,7,4,19,9,143,55,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,14,340,24,14.0,3.8,2,55,0,12,19,7,1.86,7,4,+3,+0.79,+0.54,5.2,3.5,+1.7,+0.45,+0.47,am ARM,"FW,MF",Boca Juniors,Primera Division Argentina,26,1996,3.8,0,0,0,11,12,2,14,0,5,0,0,0,16,3,14,17.6
Miguel Brizuela,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,17,15,"1,313",14.6,0,0,0,0,0,0,4,0,0.7,0.7,0.2,0.9,13,44,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,14.6,0,8,1,12.5,0.55,0.07,0.00,0.00,12.9,0,0,0,0.7,0.7,0.09,-0.7,-0.7,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,14.6,591,742,79.6,11972,4963,189,217,87.1,323,369,87.5,77,138,55.8,0,0.2,0.2,-0.2,2,33,0,0,44,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,14.6,742,716,24,23,0,8,0,1,0,0,0,0,591,2,10,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,14.6,5,0.34,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,14.6,23,13,17,6,0,14,21,66.7,7,16,10,6,22,45,49,0,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,14.6,876,105,512,358,12,10,876,2,2,100.0,0,0.0,547,2649,1668,13,0,0,6,3,547,2,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,17,"1,313",77,54.0,14.6,15,87,14,2,7,10,1.12,14,15,-1,-0.07,+0.09,13.6,12.4,+1.2,+0.09,+0.27,ar ARG,DF,Vélez Sarsfield,Primera Division Argentina,26,1997,14.6,4,0,0,11,5,0,0,22,13,0,0,1,97,31,34,47.7
Lucas Brochero,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,20,12,931,10.3,0,3,3,0,0,0,0,0,0.5,0.5,2.8,3.3,18,28,79,0.00,0.29,0.29,0.00,0.29,0.05,0.27,0.32,0.05,0.32,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,10.3,0,6,1,16.7,0.58,0.10,0.00,0.00,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,10.3,200,354,56.5,3336,1228,96,132,72.7,73,113,64.6,22,63,34.9,3,2.8,2.4,+0.2,22,17,11,7,28,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,10.3,354,317,36,12,2,0,68,6,17,5,9,0,200,1,34,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,10.3,38,3.68,24,9,1,1,3,0,5,0.48,4,0,0,0,1,0,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,10.3,17,8,10,4,3,6,13,46.2,7,15,0,15,7,24,9,0,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,10.3,458,10,81,180,202,19,458,20,6,30.0,14,70.0,209,1053,514,18,11,6,23,7,253,79,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,20,931,47,38.3,10.3,12,67,1,8,17,7,0.90,10,13,-3,-0.29,+0.49,8.9,12.0,-3.0,-0.29,+0.22,ar ARG,"FW,MF",Arsenal,Primera Division Argentina,24,1999,10.3,0,0,0,12,14,2,68,7,8,1,0,0,69,7,20,25.9
