Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
Solly March,eng ENG,"FW,DF",Brighton,Premier League,29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47,eng ENG,"FW,DF",Brighton,Premier League,29,1994,6.2,3,14,6,42.9,2.27,0.97,0.21,0.50,16.6,1,0,0,2.0,2.0,0.14,+1.0,+1.0,eng ENG,"FW,DF",Brighton,Premier League,29,1994,6.2,203,261,77.8,3145,899,118,139,84.9,62,78,79.5,17,27,63.0,1,1.0,1.0,0.0,7,10,7,0,24,eng ENG,"FW,DF",Brighton,Premier League,29,1994,6.2,261,222,39,8,1,1,21,19,12,6,2,0,203,0,7,eng ENG,"FW,DF",Brighton,Premier League,29,1994,6.2,22,3.57,8,8,2,1,2,1,2,0.32,0,1,0,0,1,0,eng ENG,"FW,DF",Brighton,Premier League,29,1994,6.2,19,14,9,7,3,8,14,57.1,6,5,0,5,11,30,8,0,eng ENG,"FW,DF",Brighton,Premier League,29,1994,6.2,336,12,71,123,145,18,336,18,8,44.4,8,44.4,198,975,491,14,7,3,8,10,211,44,eng ENG,"FW,DF",Brighton,Premier League,29,1994,7,554,79,16.2,6.2,7,79,2,0,0,1,1.43,13,11,+2,+0.32,+0.61,11.3,10.0,+1.2,+0.20,+0.19,eng ENG,"FW,DF",Brighton,Premier League,29,1994,6.2,1,0,0,12,8,7,21,11,14,0,0,0,36,6,4,60.0
Anthony Martial,fr FRA,FW,Manchester Utd,Premier League,27,1995,13,5,448,5.0,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36,0.20,0.00,0.20,0.20,0.20,0.25,0.05,0.29,0.25,0.29,fr FRA,FW,Manchester Utd,Premier League,27,1995,5.0,1,6,4,66.7,1.21,0.80,0.17,0.25,12.9,0,0,0,1.2,1.2,0.20,-0.2,-0.2,fr FRA,FW,Manchester Utd,Premier League,27,1995,5.0,109,139,78.4,1267,263,70,80,87.5,25,33,75.8,1,2,50.0,0,0.2,0.2,-0.2,6,6,2,0,12,fr FRA,FW,Manchester Utd,Premier League,27,1995,5.0,139,131,6,0,0,0,0,0,0,0,0,0,109,2,3,fr FRA,FW,Manchester Utd,Premier League,27,1995,5.0,11,2.21,9,0,0,1,1,0,1,0.20,0,0,0,0,1,0,fr FRA,FW,Manchester Utd,Premier League,27,1995,5.0,4,1,1,1,2,1,1,100.0,0,4,0,4,0,4,3,0,fr FRA,FW,Manchester Utd,Premier League,27,1995,5.0,178,3,11,81,89,16,178,6,2,33.3,2,33.3,105,444,168,6,6,1,14,10,148,36,fr FRA,FW,Manchester Utd,Premier League,27,1995,13,448,34,13.1,5.0,5,65,0,8,16,3,1.38,11,6,+5,+1.00,+1.19,7.5,8.0,-0.4,-0.09,+0.27,fr FRA,FW,Manchester Utd,Premier League,27,1995,5.0,0,0,0,3,6,3,0,0,1,1,0,0,9,8,18,30.8
Gabriel Martinelli,br BRA,FW,Arsenal,Premier League,22,2001,35,24,"2,019",22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,br BRA,FW,Arsenal,Premier League,22,2001,22.4,6,58,20,34.5,2.59,0.89,0.10,0.30,15.6,0,0,0,6.8,6.8,0.12,-0.8,-0.8,br BRA,FW,Arsenal,Premier League,22,2001,22.4,724,929,77.9,11003,2008,424,490,86.5,237,292,81.2,47,85,55.3,4,6.1,5.2,-2.1,46,22,33,7,65,br BRA,FW,Arsenal,Premier League,22,2001,22.4,929,878,49,3,3,3,109,11,35,30,0,0,724,2,29,br BRA,FW,Arsenal,Premier League,22,2001,22.4,92,4.10,63,6,12,8,1,2,11,0.49,7,1,1,2,0,0,br BRA,FW,Arsenal,Premier League,22,2001,22.4,30,24,9,12,9,13,32,40.6,19,23,1,22,5,35,9,1,br BRA,FW,Arsenal,Premier League,22,2001,22.4,1241,12,96,315,844,196,1241,114,40,35.1,61,53.5,856,5863,2981,127,49,82,54,41,956,345,br BRA,FW,Arsenal,Premier League,22,2001,35,"2,019",58,59.0,22.4,24,74,4,11,22,0,2.34,52,23,+29,+1.29,-0.83,43.8,14.5,+29.3,+1.30,+0.09,br BRA,FW,Arsenal,Premier League,22,2001,22.4,1,0,0,23,24,9,109,5,24,0,0,0,95,15,26,36.6
Emiliano Martínez,ar ARG,GK,Aston Villa,Premier League,30,1992,34,34,"3,015",33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ar ARG,GK,Aston Villa,Premier League,30,1992,33.5,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,ar ARG,GK,Aston Villa,Premier League,30,1992,33.5,1190,1436,82.9,28047,16368,248,250,99.2,715,722,99.0,223,452,49.3,0,0.0,0.0,0.0,2,21,0,0,2,ar ARG,GK,Aston Villa,Premier League,30,1992,33.5,1436,1170,259,100,0,0,0,0,0,0,0,0,1190,7,1,ar ARG,GK,Aston Villa,Premier League,30,1992,33.5,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,ar ARG,GK,Aston Villa,Premier League,30,1992,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,ar ARG,GK,Aston Villa,Premier League,30,1992,33.5,1509,1139,1484,25,0,0,1509,0,0,0,0,0,933,4389,2772,0,0,0,1,0,800,0,ar ARG,GK,Aston Villa,Premier League,30,1992,34,"3,015",89,88.2,33.5,34,89,33,0,0,0,1.91,72,48,+24,+0.72,+2.72,58.8,49.8,+9.0,+0.27,+1.52,ar ARG,GK,Aston Villa,Premier League,30,1992,33.5,4,0,0,1,7,0,0,0,0,0,0,2,48,5,0,100.0
Lisandro Martínez,ar ARG,DF,Manchester Utd,Premier League,25,1998,11,8,646,7.2,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,8,28,1,0.00,0.14,0.14,0.00,0.14,0.00,0.01,0.01,0.00,0.01,ar ARG,DF,Manchester Utd,Premier League,25,1998,7.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,ar ARG,DF,Manchester Utd,Premier League,25,1998,7.2,411,446,92.2,6870,2103,186,192,96.9,192,202,95.0,26,41,63.4,1,0.1,0.1,+0.9,3,29,1,0,28,ar ARG,DF,Manchester Utd,Premier League,25,1998,7.2,446,414,30,10,1,1,2,0,0,0,0,0,411,2,1,ar ARG,DF,Manchester Utd,Premier League,25,1998,7.2,7,0.98,6,0,0,0,0,1,1,0.14,1,0,0,0,0,0,ar ARG,DF,Manchester Utd,Premier League,25,1998,7.2,12,8,8,4,0,5,12,41.7,7,10,8,2,5,17,26,0,ar ARG,DF,Manchester Utd,Premier League,25,1998,7.2,510,75,234,259,18,2,510,4,2,50.0,1,25.0,338,1775,1062,8,3,0,1,3,351,1,ar ARG,DF,Manchester Utd,Premier League,25,1998,11,646,59,18.9,7.2,8,74,2,3,19,0,1.82,12,12,0,0.00,+0.03,11.0,11.5,-0.5,-0.07,+0.32,ar ARG,DF,Manchester Utd,Premier League,25,1998,7.2,3,0,0,6,3,0,2,5,8,0,0,1,33,4,5,44.4
Han-Noah Massengo,fr FRA,"MF,DF",Burnley,Premier League,22,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,fr FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,6,12,50.0,74,42,5,7,71.4,1,4,25.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,fr FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,12,11,1,0,0,0,2,1,0,0,0,0,6,0,1,fr FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,fr FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,16,0,5,6,5,0,16,0,0,0,0,0,6,34,16,2,1,0,1,0,7,0,fr FRA,"MF,DF",Burnley,Premier League,22,2001,3,16,5,0.5,0.2,0,0,0,3,5,5,0.33,2,0,+2,+11.25,+12.28,1.1,0.7,+0.4,+2.43,+3.23,fr FRA,"MF,DF",Burnley,Premier League,22,2001,0.2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0
Pape Matar Sarr,sn SEN,MF,Tottenham,Premier League,20,2002,34,27,"2,069",23.0,3,3,6,3,0,0,9,0,3.4,3.4,2.2,5.7,43,150,90,0.13,0.13,0.26,0.13,0.26,0.15,0.10,0.25,0.15,0.25,sn SEN,MF,Tottenham,Premier League,20,2002,23.0,3,36,13,36.1,1.57,0.57,0.08,0.23,17.6,0,0,0,3.4,3.4,0.10,-0.4,-0.4,sn SEN,MF,Tottenham,Premier League,20,2002,23.0,1179,1349,87.4,17118,4177,662,718,92.2,402,453,88.7,52,77,67.5,3,2.2,2.1,+0.8,20,108,23,4,150,sn SEN,MF,Tottenham,Premier League,20,2002,23.0,1349,1329,18,5,6,3,25,9,1,0,0,0,1179,2,27,sn SEN,MF,Tottenham,Premier League,20,2002,23.0,52,2.26,43,0,0,3,2,4,7,0.30,6,0,0,1,0,0,sn SEN,MF,Tottenham,Premier League,20,2002,23.0,34,24,11,17,6,15,36,41.7,21,21,5,16,31,65,28,1,sn SEN,MF,Tottenham,Premier League,20,2002,23.0,1582,64,283,830,486,44,1582,38,19,50.0,17,44.7,1041,5912,2263,43,58,3,37,15,1197,90,sn SEN,MF,Tottenham,Premier League,20,2002,34,"2,069",61,60.5,23.0,27,71,4,7,23,0,1.79,40,27,+13,+0.57,+0.57,37.6,34.2,+3.4,+0.15,+0.05,sn SEN,MF,Tottenham,Premier League,20,2002,23.0,9,0,0,32,17,0,25,31,24,0,0,0,144,24,27,47.1
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,Premier League,26,1997,35,25,"2,282",25.4,16,5,21,14,2,2,3,0,10.9,9.4,3.1,12.5,29,25,135,0.63,0.20,0.83,0.55,0.75,0.43,0.12,0.56,0.37,0.49,fr FRA,FW,Crystal Palace,Premier League,26,1997,25.4,16,44,25,56.8,1.74,0.99,0.32,0.56,12.7,0,2,2,10.9,9.4,0.21,+5.1,+4.6,fr FRA,FW,Crystal Palace,Premier League,26,1997,25.4,309,433,71.4,4043,785,195,245,79.6,75,112,67.0,13,14,92.9,5,3.1,1.3,+1.9,32,11,14,4,25,fr FRA,FW,Crystal Palace,Premier League,26,1997,25.4,433,421,12,0,1,3,20,0,0,0,0,0,309,0,14,fr FRA,FW,Crystal Palace,Premier League,26,1997,25.4,65,2.56,48,0,5,6,4,2,12,0.47,8,0,1,1,2,0,fr FRA,FW,Crystal Palace,Premier League,26,1997,25.4,22,15,4,11,7,6,10,60.0,4,13,4,9,4,26,14,0,fr FRA,FW,Crystal Palace,Premier League,26,1997,25.4,725,19,66,303,373,102,723,65,25,38.5,36,55.4,427,2104,740,29,15,14,89,78,539,135,fr FRA,FW,Crystal Palace,Premier League,26,1997,35,"2,282",65,66.7,25.4,25,83,13,10,21,2,1.23,46,44,+2,+0.08,+0.32,33.5,38.8,-5.3,-0.21,-0.35,fr FRA,FW,Crystal Palace,Premier League,26,1997,25.4,3,0,0,35,22,24,20,4,15,2,0,0,81,50,68,42.4
Joël Matip,cm CMR,DF,Liverpool,Premier League,31,1991,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,cm CMR,DF,Liverpool,Premier League,31,1991,8.7,0,5,0,0.0,0.58,0.00,0.00,0,10.6,0,0,0,0.5,0.5,0.10,-0.5,-0.5,cm CMR,DF,Liverpool,Premier League,31,1991,8.7,494,564,87.6,8687,3066,198,216,91.7,257,287,89.5,33,47,70.2,0,0.1,0.1,-0.1,2,27,2,0,34,cm CMR,DF,Liverpool,Premier League,31,1991,8.7,564,559,4,4,0,0,0,0,0,0,0,0,494,1,4,cm CMR,DF,Liverpool,Premier League,31,1991,8.7,8,0.92,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0,cm CMR,DF,Liverpool,Premier League,31,1991,8.7,12,6,7,4,1,8,12,66.7,4,16,12,4,9,21,43,0,cm CMR,DF,Liverpool,Premier League,31,1991,8.7,665,90,303,327,37,12,665,2,0,0.0,2,100.0,421,2195,1406,8,13,0,3,4,451,1,cm CMR,DF,Liverpool,Premier League,31,1991,10,781,78,22.8,8.7,9,84,6,1,25,4,2.30,20,9,+11,+1.27,+0.11,16.6,11.3,+5.3,+0.61,-0.64,cm CMR,DF,Liverpool,Premier League,31,1991,8.7,2,0,0,7,3,1,0,9,6,0,0,1,58,28,10,73.7
Alex Matos,eng ENG,MF,Chelsea,Premier League,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,eng ENG,MF,Chelsea,Premier League,18,2004,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,eng ENG,MF,Chelsea,Premier League,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,eng ENG,MF,Chelsea,Premier League,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eng ENG,MF,Chelsea,Premier League,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,eng ENG,MF,Chelsea,Premier League,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eng ENG,MF,Chelsea,Premier League,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,eng ENG,MF,Chelsea,Premier League,18,2004,1,1,1,0.0,0.0,0,0,0,1,1,12,3.00,0,0,0,0.00,-0.37,0.0,0.0,0.0,0.00,-0.43,eng ENG,MF,Chelsea,Premier League,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remi Matthews,eng ENG,GK,Crystal Palace,Premier League,29,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,eng ENG,GK,Crystal Palace,Premier League,29,1994,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,eng ENG,GK,Crystal Palace,Premier League,29,1994,0.0,0,5,0.0,0,0,0,0,0,0,0,0,0,5,0.0,0,0.0,0.0,0.0,0,0,0,0,0,eng ENG,GK,Crystal Palace,Premier League,29,1994,0.0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,eng ENG,GK,Crystal Palace,Premier League,29,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,eng ENG,GK,Crystal Palace,Premier League,29,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,eng ENG,GK,Crystal Palace,Premier League,29,1994,0.0,6,5,6,0,0,0,6,0,0,0,0,0,2,18,0,0,0,0,0,0,1,0,eng ENG,GK,Crystal Palace,Premier League,29,1994,1,4,4,0.1,0.0,0,0,0,1,4,28,0.00,0,1,-1,-22.50,-22.50,0.3,0.1,+0.2,+5.54,+5.64,eng ENG,GK,Crystal Palace,Premier League,29,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Neal Maupay,fr FRA,FW,Brentford,Premier League,26,1996,29,13,"1,321",14.7,6,3,9,6,0,0,8,0,5.7,5.7,2.3,8.1,21,37,91,0.41,0.20,0.61,0.41,0.61,0.39,0.16,0.55,0.39,0.55,fr FRA,FW,Brentford,Premier League,26,1996,14.7,6,37,14,37.8,2.52,0.95,0.16,0.43,15.3,1,0,0,5.7,5.7,0.16,+0.3,+0.3,fr FRA,FW,Brentford,Premier League,26,1996,14.7,282,392,71.9,4002,913,172,208,82.7,66,97,68.0,23,32,71.9,3,2.3,2.2,+0.7,15,17,17,2,37,fr FRA,FW,Brentford,Premier League,26,1996,14.7,392,362,28,6,5,2,8,10,1,0,0,0,282,2,28,fr FRA,FW,Brentford,Premier League,26,1996,14.7,40,2.72,31,0,2,6,0,1,5,0.34,5,0,0,0,0,0,fr FRA,FW,Brentford,Premier League,26,1996,14.7,10,7,4,5,1,3,13,23.1,10,11,0,11,2,12,3,0,fr FRA,FW,Brentford,Premier League,26,1996,14.7,532,6,59,221,262,71,532,33,9,27.3,20,60.6,295,1421,571,21,23,12,28,24,379,91,fr FRA,FW,Brentford,Premier League,26,1996,29,"1,321",46,38.6,14.7,13,83,5,16,15,2,0.97,24,35,-11,-0.75,-0.84,24.1,25.1,-1.0,-0.07,-0.21,fr FRA,FW,Brentford,Premier League,26,1996,14.7,8,0,0,19,26,4,8,2,7,0,0,0,60,14,41,25.5
Neal Maupay,fr FRA,FW,Everton,Premier League,26,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0.00,0.00,0.00,0.00,0.00,1.16,0.05,1.22,1.16,1.22,fr FRA,FW,Brentford,Premier League,26,1996,14.7,6,37,14,37.8,2.52,0.95,0.16,0.43,15.3,1,0,0,5.7,5.7,0.16,+0.3,+0.3,fr FRA,FW,Brentford,Premier League,26,1996,14.7,282,392,71.9,4002,913,172,208,82.7,66,97,68.0,23,32,71.9,3,2.3,2.2,+0.7,15,17,17,2,37,fr FRA,FW,Brentford,Premier League,26,1996,14.7,392,362,28,6,5,2,8,10,1,0,0,0,282,2,28,fr FRA,FW,Brentford,Premier League,26,1996,14.7,40,2.72,31,0,2,6,0,1,5,0.34,5,0,0,0,0,0,fr FRA,FW,Brentford,Premier League,26,1996,14.7,10,7,4,5,1,3,13,23.1,10,11,0,11,2,12,3,0,fr FRA,FW,Brentford,Premier League,26,1996,14.7,532,6,59,221,262,71,532,33,9,27.3,20,60.6,295,1421,571,21,23,12,28,24,379,91,fr FRA,FW,Brentford,Premier League,26,1996,29,"1,321",46,38.6,14.7,13,83,5,16,15,2,0.97,24,35,-11,-0.75,-0.84,24.1,25.1,-1.0,-0.07,-0.21,fr FRA,FW,Brentford,Premier League,26,1996,14.7,8,0,0,19,26,4,8,2,7,0,0,0,60,14,41,25.5
Konstantinos Mavropanos,gr GRE,DF,West Ham,Premier League,25,1997,19,16,"1,500",16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.00,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,gr GRE,DF,West Ham,Premier League,25,1997,16.7,1,12,2,16.7,0.72,0.12,0.08,0.50,9.3,0,0,0,1.2,1.2,0.10,-0.2,-0.2,gr GRE,DF,West Ham,Premier League,25,1997,16.7,482,635,75.9,9625,3911,155,179,86.6,266,303,87.8,53,131,40.5,0,0.2,0.1,-0.2,3,29,1,0,38,gr GRE,DF,West Ham,Premier League,25,1997,16.7,635,597,36,29,1,11,1,5,0,0,0,0,482,2,7,gr GRE,DF,West Ham,Premier League,25,1997,16.7,10,0.60,7,0,0,1,0,2,0,0.00,0,0,0,0,0,0,gr GRE,DF,West Ham,Premier League,25,1997,16.7,28,16,17,9,2,17,21,81.0,4,21,13,8,23,51,79,3,gr GRE,DF,West Ham,Premier League,25,1997,16.7,821,117,421,372,34,19,821,6,2,33.3,2,33.3,393,2338,1349,10,1,1,7,0,419,2,gr GRE,DF,West Ham,Premier League,25,1997,19,"1,500",79,43.9,16.7,16,88,15,3,30,10,1.32,27,27,0,0.00,+0.66,23.7,29.4,-5.7,-0.34,+0.27,gr GRE,DF,West Ham,Premier League,25,1997,16.7,2,0,0,15,10,0,1,23,16,0,0,2,70,44,23,65.7
Bryan Mbeumo,cm CMR,FW,Brentford,Premier League,23,1999,25,22,"1,960",21.8,9,6,15,6,3,3,2,0,9.8,7.4,4.6,12.1,74,88,195,0.41,0.28,0.69,0.28,0.55,0.45,0.21,0.66,0.34,0.55,cm CMR,FW,Brentford,Premier League,23,1999,21.8,9,50,16,32.0,2.30,0.73,0.12,0.38,17.1,4,3,3,9.8,7.4,0.15,-0.8,-1.4,cm CMR,FW,Brentford,Premier League,23,1999,21.8,511,765,66.8,7853,2424,299,373,80.2,144,220,65.5,48,91,52.7,6,4.6,5.6,+1.4,32,32,36,4,88,cm CMR,FW,Brentford,Premier League,23,1999,21.8,765,668,89,26,15,4,92,15,47,21,10,3,511,8,29,cm CMR,FW,Brentford,Premier League,23,1999,21.8,82,3.77,45,23,2,5,7,0,10,0.46,9,1,0,0,0,0,cm CMR,FW,Brentford,Premier League,23,1999,21.8,15,10,6,6,3,5,19,26.3,14,26,2,24,7,22,13,0,cm CMR,FW,Brentford,Premier League,23,1999,21.8,1045,26,108,350,599,111,1042,78,26,33.3,42,53.8,667,4326,2115,74,52,38,67,39,727,195,cm CMR,FW,Brentford,Premier League,23,1999,25,"1,960",78,57.3,21.8,22,87,18,3,17,0,1.28,37,31,+6,+0.28,+1.20,36.2,28.3,+8.0,+0.37,+0.72,cm CMR,FW,Brentford,Premier League,23,1999,21.8,2,0,0,22,42,3,92,7,10,0,0,0,93,23,44,34.3
James Mcatee,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,30,20,"1,822",20.2,3,3,6,2,1,1,2,0,3.1,2.3,2.9,5.2,55,51,110,0.15,0.15,0.30,0.10,0.25,0.15,0.15,0.30,0.11,0.26,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,3,25,8,32.0,1.23,0.40,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,362,530,68.3,5320,1456,209,263,79.5,113,168,67.3,25,56,44.6,3,2.9,2.1,+0.1,28,30,25,3,51,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,530,484,42,7,6,1,36,1,7,5,0,0,362,4,17,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,60,2.97,45,4,5,4,2,0,3,0.15,3,0,0,0,0,0,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,32,21,9,13,10,13,33,39.4,20,20,0,20,11,43,18,0,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,784,23,119,315,366,68,783,92,33,35.9,52,56.5,451,3228,1444,55,33,18,49,40,475,110,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,30,"1,822",61,53.3,20.2,20,78,7,10,25,2,0.50,19,65,-46,-2.27,-0.98,21.8,39.9,-18.0,-0.89,+0.25,eng ENG,"MF,FW",Sheffield Utd,Premier League,20,2002,20.2,2,0,0,15,29,1,36,11,21,0,0,0,96,10,31,24.4
