Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
Tawanda Chirewa,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,8,1,145,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,7,8,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,0,3,1,33.3,1.86,0.62,0.00,0.00,21.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,46,58,79.3,664,151,29,31,93.5,14,18,77.8,2,3,66.7,0,0.0,0.1,0.0,1,3,3,2,7,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,58,54,3,1,0,0,4,0,0,0,0,0,46,1,2,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,3,1.86,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,7,3,3,3,1,2,3,66.7,1,0,0,0,1,8,0,0,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,86,2,17,44,26,5,86,3,1,33.3,2,66.7,49,189,55,1,2,1,7,3,62,8,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,8,145,18,4.2,1.6,1,74,0,7,10,15,0.25,0,2,-2,-1.24,-0.88,0.8,1.5,-0.7,-0.44,+0.11,zw ZIM,"MF,FW",Wolves,Premier League,19,2003,1.6,1,0,0,4,2,1,4,1,3,0,0,0,3,1,3,25.0
Leon Chiwome,eng ENG,FW,Wolves,Premier League,17,2006,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,eng ENG,FW,Wolves,Premier League,17,2006,1.9,0,2,0,0.0,1.03,0.00,0.00,0,11.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,eng ENG,FW,Wolves,Premier League,17,2006,1.9,19,22,86.4,244,59,12,13,92.3,6,6,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,eng ENG,FW,Wolves,Premier League,17,2006,1.9,22,18,4,0,0,0,0,0,0,0,0,0,19,0,1,eng ENG,FW,Wolves,Premier League,17,2006,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,eng ENG,FW,Wolves,Premier League,17,2006,1.9,2,1,0,1,1,1,2,50.0,1,3,1,2,0,2,2,0,eng ENG,FW,Wolves,Premier League,17,2006,1.9,39,3,5,25,10,4,39,0,0,0,0,0,16,86,50,1,0,1,3,2,18,7,eng ENG,FW,Wolves,Premier League,17,2006,3,174,58,5.1,1.9,2,79,0,1,16,1,0.33,1,4,-3,-1.55,-1.22,2.2,2.2,-0.1,-0.04,+0.54,eng ENG,FW,Wolves,Premier League,17,2006,1.9,0,0,0,2,2,2,0,0,1,0,0,0,5,2,6,25.0
Tahith Chong,nl NED,"MF,FW",Luton Town,Premier League,23,1999,33,20,"1,982",22.0,4,0,4,4,0,0,4,0,2.7,2.7,0.5,3.2,57,72,101,0.18,0.00,0.18,0.18,0.18,0.12,0.02,0.15,0.12,0.15,nl NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,4,31,7,22.6,1.41,0.32,0.13,0.57,16.6,0,0,0,2.7,2.7,0.09,+1.3,+1.3,nl NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,428,550,77.8,6679,1643,227,257,88.3,149,189,78.8,32,54,59.3,0,0.5,1.4,-0.5,10,35,20,8,72,nl NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,550,515,31,4,5,6,35,11,0,0,0,0,428,4,21,nl NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,49,2.22,31,0,3,2,11,2,4,0.18,2,0,0,2,0,0,nl NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,36,22,19,13,4,15,33,45.5,18,30,6,24,8,44,11,1,nl NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,819,30,160,351,324,52,819,72,25,34.7,32,44.4,520,3559,1880,57,47,9,59,40,560,101,nl NED,"MF,FW",Luton Town,Premier League,23,1999,33,"1,982",60,58.0,22.0,20,80,6,13,29,5,0.45,26,51,-25,-1.14,-0.63,22.6,47.2,-24.7,-1.12,-0.44,nl NED,"MF,FW",Luton Town,Premier League,23,1999,22.0,4,0,0,21,64,4,35,8,22,0,0,0,104,9,22,29.0
Ryan Christie,sct SCO,MF,Bournemouth,Premier League,28,1995,37,35,"2,907",32.3,0,5,5,0,0,0,6,0,2.3,2.3,5.4,7.7,60,167,78,0.00,0.15,0.15,0.00,0.15,0.07,0.17,0.24,0.07,0.24,sct SCO,MF,Bournemouth,Premier League,28,1995,32.3,0,43,13,30.2,1.33,0.40,0.00,0.00,20.0,0,0,0,2.3,2.3,0.05,-2.3,-2.3,sct SCO,MF,Bournemouth,Premier League,28,1995,32.3,988,1300,76.0,18802,5120,399,467,85.4,425,510,83.3,143,253,56.5,5,5.4,5.4,-0.4,55,118,42,7,167,sct SCO,MF,Bournemouth,Premier League,28,1995,32.3,1300,1217,78,22,17,18,73,2,30,29,0,0,988,5,26,sct SCO,MF,Bournemouth,Premier League,28,1995,32.3,117,3.62,88,8,7,5,6,3,6,0.19,5,1,0,0,0,0,sct SCO,MF,Bournemouth,Premier League,28,1995,32.3,86,44,34,35,17,39,92,42.4,53,52,11,41,52,138,53,1,sct SCO,MF,Bournemouth,Premier League,28,1995,32.3,1737,88,339,876,564,69,1737,98,51,52.0,41,41.8,933,5769,2681,60,58,14,58,47,987,78,sct SCO,MF,Bournemouth,Premier League,28,1995,37,"2,907",79,85.0,32.3,35,81,18,2,29,0,1.22,44,56,-12,-0.37,-0.20,46.3,48.3,-2.0,-0.06,-0.03,sct SCO,MF,Bournemouth,Premier League,28,1995,32.3,6,0,0,48,38,5,73,52,44,0,1,0,231,21,38,35.6
Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,9,2,227,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4,12,19,0.40,0.40,0.79,0.40,0.79,0.06,0.13,0.19,0.06,0.19,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,1,3,2,66.7,1.19,0.79,0.33,0.50,19.9,0,0,0,0.2,0.2,0.05,+0.8,+0.8,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,115,134,85.8,1476,266,82,88,93.2,26,31,83.9,4,5,80.0,1,0.3,0.3,+0.7,4,4,6,0,12,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,134,134,0,0,2,0,1,0,0,0,0,0,115,0,4,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,9,3.57,7,0,1,1,0,0,4,1.59,2,0,1,1,0,0,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,6,4,3,3,0,1,3,33.3,2,1,1,0,0,6,1,0,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,167,1,21,77,72,12,167,12,2,16.7,10,83.3,107,646,231,4,5,2,5,4,129,19,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,9,227,25,6.6,2.5,2,63,0,7,15,4,1.56,7,5,+2,+0.79,+0.45,5.4,4.6,+0.8,+0.32,-0.13,eng ENG,"MF,FW",Chelsea,Premier League,19,2003,2.5,2,0,0,3,2,0,1,0,4,0,0,0,11,1,3,25.0
Bobby Clark,eng ENG,MF,Liverpool,Premier League,18,2005,5,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,eng ENG,MF,Liverpool,Premier League,18,2005,1.0,0,2,0,0.0,2.02,0.00,0.00,0,18.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,eng ENG,MF,Liverpool,Premier League,18,2005,1.0,38,49,77.6,465,64,23,29,79.3,11,12,91.7,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,3,eng ENG,MF,Liverpool,Premier League,18,2005,1.0,49,49,0,0,0,0,0,0,0,0,0,0,38,0,2,eng ENG,MF,Liverpool,Premier League,18,2005,1.0,1,1.01,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,eng ENG,MF,Liverpool,Premier League,18,2005,1.0,2,1,1,1,0,1,5,20.0,4,6,2,4,1,3,1,0,eng ENG,MF,Liverpool,Premier League,18,2005,1.0,70,4,11,34,26,6,70,4,0,0.0,3,75.0,45,286,149,3,0,2,3,6,48,7,eng ENG,MF,Liverpool,Premier League,18,2005,5,89,18,2.6,1.0,1,59,0,4,8,6,3.00,2,0,+2,+2.02,+0.86,1.7,1.7,-0.1,-0.05,-1.19,eng ENG,MF,Liverpool,Premier League,18,2005,1.0,0,0,0,4,3,0,0,1,1,0,0,0,6,0,0,0
Jordan Clark,eng ENG,MF,Luton Town,Premier League,29,1993,23,14,"1,304",14.5,1,1,2,1,0,0,4,0,1.0,1.0,1.3,2.2,21,51,39,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,eng ENG,MF,Luton Town,Premier League,29,1993,14.5,1,17,4,23.5,1.17,0.28,0.06,0.25,16.9,0,0,0,1.0,1.0,0.06,0.0,0.0,eng ENG,MF,Luton Town,Premier League,29,1993,14.5,369,513,71.9,6108,1636,180,231,77.9,136,173,78.6,33,63,52.4,1,1.3,1.2,-0.3,12,19,18,4,51,eng ENG,MF,Luton Town,Premier League,29,1993,14.5,513,475,36,13,1,6,23,5,0,0,0,0,369,2,18,eng ENG,MF,Luton Town,Premier League,29,1993,14.5,29,2.00,23,0,2,3,1,0,1,0.07,1,0,0,0,0,0,eng ENG,MF,Luton Town,Premier League,29,1993,14.5,30,17,14,11,5,11,39,28.2,28,24,3,21,11,41,15,1,eng ENG,MF,Luton Town,Premier League,29,1993,14.5,694,36,130,339,234,42,694,42,12,28.6,24,57.1,385,2122,1004,21,20,7,25,21,439,39,eng ENG,MF,Luton Town,Premier League,29,1993,23,"1,304",57,38.1,14.5,14,78,4,9,24,4,0.57,22,41,-19,-1.31,-0.72,18.0,30.4,-12.4,-0.86,+0.13,eng ENG,MF,Luton Town,Premier League,29,1993,14.5,4,0,0,14,26,5,23,11,17,0,0,0,59,18,15,54.5
Nathaniel Clyne,eng ENG,DF,Crystal Palace,Premier League,32,1991,19,14,"1,338",14.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,10,33,18,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,eng ENG,DF,Crystal Palace,Premier League,32,1991,14.9,0,4,0,0.0,0.27,0.00,0.00,0,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,eng ENG,DF,Crystal Palace,Premier League,32,1991,14.9,495,600,82.5,7555,3021,266,288,92.4,191,224,85.3,28,54,51.9,0,0.2,0.2,-0.2,3,33,4,2,33,eng ENG,DF,Crystal Palace,Premier League,32,1991,14.9,600,539,58,3,0,0,9,55,0,0,0,0,495,3,16,eng ENG,DF,Crystal Palace,Premier League,32,1991,14.9,8,0.54,6,0,0,1,0,1,1,0.07,0,0,0,1,0,0,eng ENG,DF,Crystal Palace,Premier League,32,1991,14.9,24,15,11,11,2,14,21,66.7,7,18,6,12,10,34,33,0,eng ENG,DF,Crystal Palace,Premier League,32,1991,14.9,722,40,273,323,131,7,722,16,8,50.0,6,37.5,326,1435,658,10,12,1,13,0,412,18,eng ENG,DF,Crystal Palace,Premier League,32,1991,19,"1,338",70,39.1,14.9,14,87,10,5,24,18,1.53,31,16,+15,+1.01,+1.70,21.5,20.9,+0.6,+0.04,+0.21,eng ENG,DF,Crystal Palace,Premier League,32,1991,14.9,0,0,0,6,3,0,9,10,15,0,0,0,50,13,8,61.9
Séamus Coleman,ie IRL,DF,Everton,Premier League,34,1988,12,7,665,7.4,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,5,22,16,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,ie IRL,DF,Everton,Premier League,34,1988,7.4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,ie IRL,DF,Everton,Premier League,34,1988,7.4,207,306,67.6,3381,1481,111,132,84.1,76,103,73.8,16,51,31.4,0,1.0,0.7,-1.0,3,15,4,2,22,ie IRL,DF,Everton,Premier League,34,1988,7.4,306,232,70,1,0,1,13,69,0,0,0,0,207,4,11,ie IRL,DF,Everton,Premier League,34,1988,7.4,6,0.81,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,ie IRL,DF,Everton,Premier League,34,1988,7.4,17,14,10,3,4,11,16,68.8,5,12,4,8,7,24,26,1,ie IRL,DF,Everton,Premier League,34,1988,7.4,388,42,136,152,103,3,388,13,6,46.2,7,53.8,162,837,387,5,5,1,7,4,176,16,ie IRL,DF,Everton,Premier League,34,1988,12,665,55,19.4,7.4,7,80,5,5,21,6,1.08,5,10,-5,-0.68,-0.48,11.2,10.6,+0.6,+0.08,+0.14,ie IRL,DF,Everton,Premier League,34,1988,7.4,0,0,0,6,5,0,13,7,14,0,0,1,39,1,4,20.0
Nathan Collins,ie IRL,DF,Brentford,Premier League,22,2001,32,29,"2,652",29.5,1,1,2,1,0,0,3,0,1.7,1.7,2.2,3.9,11,97,18,0.03,0.03,0.07,0.03,0.07,0.06,0.07,0.13,0.06,0.13,ie IRL,DF,Brentford,Premier League,22,2001,29.5,1,10,2,20.0,0.34,0.07,0.10,0.50,9.9,0,0,0,1.7,1.7,0.17,-0.7,-0.7,ie IRL,DF,Brentford,Premier League,22,2001,29.5,1261,1552,81.3,23470,8772,462,528,87.5,660,757,87.2,116,214,54.2,1,2.2,1.1,-1.2,11,78,6,0,97,ie IRL,DF,Brentford,Premier League,22,2001,29.5,1552,1423,123,46,2,13,4,74,0,0,0,0,1261,6,16,ie IRL,DF,Brentford,Premier League,22,2001,29.5,24,0.81,22,0,0,1,0,1,2,0.07,2,0,0,0,0,0,ie IRL,DF,Brentford,Premier League,22,2001,29.5,38,20,24,12,2,19,29,65.5,10,46,30,16,44,82,141,4,ie IRL,DF,Brentford,Premier League,22,2001,29.5,1879,305,1049,696,140,48,1879,17,11,64.7,2,11.8,999,4658,2636,11,15,0,22,13,1126,18,ie IRL,DF,Brentford,Premier League,22,2001,32,"2,652",83,77.5,29.5,29,90,28,3,18,1,1.13,47,51,-4,-0.14,+0.45,47.5,41.9,+5.6,+0.19,+0.58,ie IRL,DF,Brentford,Premier League,22,2001,29.5,3,0,0,12,23,3,4,44,20,0,0,0,136,73,35,67.6
Levi Colwill,eng ENG,DF,Chelsea,Premier League,20,2003,23,20,"1,797",20.0,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.10,0.05,0.10,0.06,0.06,0.12,0.06,0.12,eng ENG,DF,Chelsea,Premier League,20,2003,20.0,1,11,3,27.3,0.55,0.15,0.09,0.33,11.9,0,0,0,1.3,1.3,0.12,-0.3,-0.3,eng ENG,DF,Chelsea,Premier League,20,2003,20.0,965,1163,83.0,16310,5939,444,495,89.7,456,508,89.8,51,117,43.6,1,1.2,0.5,-0.2,7,82,6,0,73,eng ENG,DF,Chelsea,Premier League,20,2003,20.0,1163,1033,126,28,4,0,12,94,0,0,0,0,965,4,17,eng ENG,DF,Chelsea,Premier League,20,2003,20.0,27,1.35,21,1,1,4,0,0,3,0.15,3,0,0,0,0,0,eng ENG,DF,Chelsea,Premier League,20,2003,20.0,48,30,26,17,5,26,34,76.5,8,28,10,18,26,74,66,0,eng ENG,DF,Chelsea,Premier League,20,2003,20.0,1392,108,570,669,164,26,1392,13,9,69.2,4,30.8,766,3602,1985,23,17,2,22,4,873,27,eng ENG,DF,Chelsea,Premier League,20,2003,23,"1,797",78,52.5,20.0,20,84,15,3,37,4,1.52,29,26,+3,+0.15,-0.46,35.9,27.8,+8.1,+0.41,-0.06,eng ENG,DF,Chelsea,Premier League,20,2003,20.0,2,0,0,25,14,4,12,26,30,0,0,0,96,43,20,68.3
Lewis Cook,eng ENG,MF,Bournemouth,Premier League,26,1997,33,32,"2,786",31.0,0,3,3,0,0,0,5,1,0.4,0.4,4.3,4.6,22,142,15,0.00,0.10,0.10,0.00,0.10,0.01,0.14,0.15,0.01,0.15,eng ENG,MF,Bournemouth,Premier League,26,1997,31.0,0,12,4,33.3,0.39,0.13,0.00,0.00,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,eng ENG,MF,Bournemouth,Premier League,26,1997,31.0,1135,1487,76.3,20294,6864,458,539,85.0,539,616,87.5,112,257,43.6,3,4.3,3.0,-1.3,46,138,20,4,142,eng ENG,MF,Bournemouth,Premier League,26,1997,31.0,1487,1290,195,88,2,3,132,10,93,81,5,1,1135,2,25,eng ENG,MF,Bournemouth,Premier League,26,1997,31.0,77,2.49,48,22,2,2,0,3,4,0.13,3,0,0,0,0,1,eng ENG,MF,Bournemouth,Premier League,26,1997,31.0,61,41,24,30,7,34,63,54.0,29,32,11,21,65,126,46,1,eng ENG,MF,Bournemouth,Premier League,26,1997,31.0,1773,92,418,1003,382,9,1773,36,21,58.3,14,38.9,786,3970,1971,22,24,0,35,19,865,15,eng ENG,MF,Bournemouth,Premier League,26,1997,33,"2,786",84,81.5,31.0,32,86,26,1,45,0,1.24,43,50,-7,-0.23,+0.63,46.1,45.8,+0.3,+0.01,+0.36,eng ENG,MF,Bournemouth,Premier League,26,1997,31.0,5,1,0,39,16,2,132,65,41,0,0,0,228,42,29,59.2
Jack Cork,eng ENG,MF,Burnley,Premier League,34,1989,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,eng ENG,MF,Burnley,Premier League,34,1989,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,eng ENG,MF,Burnley,Premier League,34,1989,0.3,25,33,75.8,370,77,13,16,81.3,10,10,100.0,1,3,33.3,0,0.0,0.0,0.0,0,5,0,0,4,eng ENG,MF,Burnley,Premier League,34,1989,0.3,33,31,2,2,0,0,1,0,0,0,0,0,25,0,2,eng ENG,MF,Burnley,Premier League,34,1989,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,eng ENG,MF,Burnley,Premier League,34,1989,0.3,2,0,0,2,0,1,3,33.3,2,0,0,0,1,3,1,0,eng ENG,MF,Burnley,Premier League,34,1989,0.3,37,0,4,23,11,1,37,0,0,0,0,0,24,146,98,4,2,0,0,0,30,1,eng ENG,MF,Burnley,Premier League,34,1989,4,27,7,0.8,0.3,0,0,0,4,7,18,0.25,1,0,+1,+3.33,+4.34,0.7,0.1,+0.6,+1.89,+2.69,eng ENG,MF,Burnley,Premier League,34,1989,0.3,0,0,0,4,1,0,1,1,0,0,0,0,2,0,2,0.0
Maxwel Cornet,ci CIV,"MF,FW",West Ham,Premier League,26,1996,7,1,112,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3,2,8,0.80,0.00,0.80,0.80,0.80,0.32,0.13,0.46,0.32,0.46,ci CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,1,4,1,25.0,3.21,0.80,0.25,1.00,12.5,0,0,0,0.4,0.4,0.10,+0.6,+0.6,ci CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,36,49,73.5,407,70,27,34,79.4,6,8,75.0,0,1,0.0,0,0.2,0.0,-0.2,4,0,0,0,2,ci CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,49,48,1,0,0,0,1,0,0,0,0,0,36,0,2,ci CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,5,4.02,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,ci CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,3,2,3,0,0,1,5,20.0,4,2,0,2,2,5,1,0,ci CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,68,1,12,22,35,8,68,2,0,0.0,1,50.0,34,280,84,3,2,2,1,3,41,8,ci CIV,"MF,FW",West Ham,Premier League,26,1996,7,112,16,3.3,1.2,1,69,0,6,7,21,0.43,2,3,-1,-0.80,-0.45,1.3,3.1,-1.8,-1.44,-0.98,ci CIV,"MF,FW",West Ham,Premier League,26,1996,1.2,0,0,0,2,2,3,1,2,2,0,0,0,8,0,5,0.0
Vladimír Coufal,cz CZE,DF,West Ham,Premier League,30,1992,36,36,"3,132",34.8,0,7,7,0,0,0,7,1,0.3,0.3,4.0,4.3,68,119,126,0.00,0.20,0.20,0.00,0.20,0.01,0.11,0.12,0.01,0.12,cz CZE,DF,West Ham,Premier League,30,1992,34.8,0,8,2,25.0,0.23,0.06,0.00,0.00,22.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,cz CZE,DF,West Ham,Premier League,30,1992,34.8,1154,1665,69.3,18778,9229,596,669,89.1,448,627,71.5,84,254,33.1,7,4.0,3.0,+3.0,33,98,38,21,119,cz CZE,DF,West Ham,Premier League,30,1992,34.8,1665,1317,337,17,2,4,106,319,1,0,0,0,1154,11,56,cz CZE,DF,West Ham,Premier League,30,1992,34.8,77,2.21,50,18,3,2,3,1,12,0.34,12,0,0,0,0,0,cz CZE,DF,West Ham,Premier League,30,1992,34.8,64,41,50,12,2,38,75,50.7,37,49,15,34,43,107,97,0,cz CZE,DF,West Ham,Premier League,30,1992,34.8,2025,163,728,814,501,26,2025,38,12,31.6,19,50.0,885,4956,2431,68,35,4,28,13,1010,126,cz CZE,DF,West Ham,Premier League,30,1992,36,"3,132",87,91.6,34.8,36,87,28,0,0,0,1.39,57,69,-12,-0.34,+0.28,48.5,63.9,-15.5,-0.44,+0.58,cz CZE,DF,West Ham,Premier League,30,1992,34.8,7,1,1,32,26,1,106,43,41,0,1,0,154,40,37,51.9
Philippe Coutinho,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,5,2,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,0,3,1,33.3,10.80,3.60,0.00,0.00,24.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,20,24,83.3,265,63,11,14,78.6,8,9,88.9,0,0,0,0,0.0,0.0,0.0,0,4,0,0,5,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,24,23,1,0,0,0,0,0,0,0,0,0,20,0,0,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,2,7.20,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,30,0,4,18,9,1,30,5,4,80.0,1,20.0,26,222,134,5,4,0,2,0,29,2,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,2,25,13,0.7,0.3,0,0,0,2,13,0,1.50,1,1,0,0.00,-0.40,0.9,0.6,+0.3,+1.16,+1.08,br BRA,"MF,FW",Aston Villa,Premier League,31,1992,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
