Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
Brendan Chardonnet,fr FRA,DF,Brest,Ligue 1,28,1994,33,33,"2,970",33.0,1,1,2,1,0,0,4,0,1.5,1.5,1.6,3.1,25,115,8,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,fr FRA,DF,Brest,Ligue 1,28,1994,33.0,1,18,3,16.7,0.55,0.09,0.06,0.33,11.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5,fr FRA,DF,Brest,Ligue 1,28,1994,33.0,1511,1824,82.8,32477,10685,401,441,90.9,849,918,92.5,238,421,56.5,1,1.6,1.3,-0.6,10,110,8,2,115,fr FRA,DF,Brest,Ligue 1,28,1994,33.0,1824,1763,58,55,1,25,13,3,0,0,0,0,1511,3,14,fr FRA,DF,Brest,Ligue 1,28,1994,33.0,28,0.85,24,1,0,2,1,0,4,0.12,2,0,0,1,1,0,fr FRA,DF,Brest,Ligue 1,28,1994,33.0,57,34,33,22,2,32,63,50.8,31,58,34,24,53,110,139,3,fr FRA,DF,Brest,Ligue 1,28,1994,33.0,2188,242,1105,1017,81,30,2188,8,2,25.0,4,50.0,1524,9116,5074,25,14,0,15,4,1388,8,fr FRA,DF,Brest,Ligue 1,28,1994,33,"2,970",90,97.1,33.0,33,90,33,0,0,1,1.82,52,33,+19,+0.58,+0.58,47.2,37.7,+9.5,+0.29,+0.69,fr FRA,DF,Brest,Ligue 1,28,1994,33.0,4,0,0,35,23,0,13,53,34,0,0,0,174,86,54,61.4
Jhoanner Chávez,ec ECU,DF,Lens,Ligue 1,21,2002,8,6,481,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,4,15,19,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,ec ECU,DF,Lens,Ligue 1,21,2002,5.3,0,3,0,0.0,0.56,0.00,0.00,0,11.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,ec ECU,DF,Lens,Ligue 1,21,2002,5.3,173,222,77.9,2816,1043,91,109,83.5,60,72,83.3,15,26,57.7,0,0.5,0.6,-0.5,4,13,6,2,15,ec ECU,DF,Lens,Ligue 1,21,2002,5.3,222,173,49,2,0,2,13,47,0,0,0,0,173,0,8,ec ECU,DF,Lens,Ligue 1,21,2002,5.3,9,1.68,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,ec ECU,DF,Lens,Ligue 1,21,2002,5.3,6,5,2,2,2,3,9,33.3,6,2,0,2,5,11,11,0,ec ECU,DF,Lens,Ligue 1,21,2002,5.3,266,11,87,111,71,9,266,1,0,0.0,1,100.0,161,791,309,4,6,3,13,5,149,19,ec ECU,DF,Lens,Ligue 1,21,2002,8,481,60,15.7,5.3,6,67,0,2,39,1,1.25,7,6,+1,+0.19,-0.06,7.1,7.4,-0.3,-0.05,-0.32,ec ECU,DF,Lens,Ligue 1,21,2002,5.3,1,0,0,10,4,3,13,5,5,0,0,0,20,7,6,53.8
Rayan Cherki,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,33,19,"1,719",19.1,1,6,7,1,0,0,0,0,5.2,5.2,4.2,9.4,93,138,182,0.05,0.31,0.37,0.05,0.37,0.27,0.22,0.49,0.27,0.49,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,1,57,17,29.8,2.98,0.89,0.02,0.06,15.7,1,0,0,5.2,5.2,0.09,-4.2,-4.2,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,830,1069,77.6,14766,4022,364,451,80.7,336,400,84.0,98,152,64.5,6,4.2,5.5,+1.8,42,85,43,6,138,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,1069,945,121,24,15,24,71,15,66,22,15,0,830,3,31,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,106,5.55,52,23,21,7,2,1,14,0.73,9,2,1,2,0,0,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,28,15,4,16,8,17,46,37.0,29,13,3,10,7,35,1,0,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,1325,5,108,585,665,117,1325,141,81,57.4,48,34.0,1056,7606,3685,93,73,33,51,43,1014,182,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,33,"1,719",52,56.2,19.1,19,72,4,14,25,1,1.52,27,34,-7,-0.37,-0.43,29.7,28.3,+1.4,+0.07,+0.33,fr FRA,"MF,FW",Lyon,Ligue 1,19,2003,19.1,0,0,0,10,31,2,71,7,15,0,0,0,98,1,8,11.1
Lucas Chevalier,fr FRA,GK,Lille,Ligue 1,21,2001,33,33,"2,969",33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr FRA,GK,Lille,Ligue 1,21,2001,33.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,fr FRA,GK,Lille,Ligue 1,21,2001,33.0,914,1186,77.1,21421,14432,260,262,99.2,431,434,99.3,215,478,45.0,0,0.1,0.1,-0.1,2,9,2,0,2,fr FRA,GK,Lille,Ligue 1,21,2001,33.0,1186,956,226,103,1,3,0,0,0,0,0,0,914,4,0,fr FRA,GK,Lille,Ligue 1,21,2001,33.0,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0,fr FRA,GK,Lille,Ligue 1,21,2001,33.0,3,0,3,0,0,3,4,75.0,1,1,0,1,0,3,11,2,fr FRA,GK,Lille,Ligue 1,21,2001,33.0,1255,968,1249,6,0,0,1255,0,0,0,0,0,931,4958,2712,0,0,0,1,2,692,0,fr FRA,GK,Lille,Ligue 1,21,2001,33,"2,969",90,97.0,33.0,33,90,32,0,0,0,1.76,50,32,+18,+0.55,+0.55,47.4,35.4,+12.0,+0.36,+0.21,fr FRA,GK,Lille,Ligue 1,21,2001,33.0,1,0,0,1,7,0,0,0,0,0,1,0,54,4,0,100.0
Pedro Chirivella,es ESP,MF,Nantes,Ligue 1,26,1997,32,31,"2,594",28.8,1,1,2,1,0,0,5,0,1.5,1.5,1.1,2.6,10,192,55,0.03,0.03,0.07,0.03,0.07,0.05,0.04,0.09,0.05,0.09,es ESP,MF,Nantes,Ligue 1,26,1997,28.8,1,17,6,35.3,0.59,0.21,0.06,0.17,19.8,0,0,0,1.5,1.5,0.09,-0.5,-0.5,es ESP,MF,Nantes,Ligue 1,26,1997,28.8,1494,1743,85.7,25864,7906,653,701,93.2,631,692,91.2,146,254,57.5,1,1.1,2.8,-0.1,19,168,22,7,192,es ESP,MF,Nantes,Ligue 1,26,1997,28.8,1743,1628,105,67,7,10,29,4,13,8,2,0,1494,10,13,es ESP,MF,Nantes,Ligue 1,26,1997,28.8,69,2.39,61,3,0,3,0,2,4,0.14,4,0,0,0,0,0,es ESP,MF,Nantes,Ligue 1,26,1997,28.8,50,28,20,29,1,30,76,39.5,46,22,5,17,31,81,28,0,es ESP,MF,Nantes,Ligue 1,26,1997,28.8,1935,61,373,1260,310,26,1935,8,5,62.5,2,25.0,1529,6608,2446,10,23,4,23,14,1440,55,es ESP,MF,Nantes,Ligue 1,26,1997,32,"2,594",81,84.8,28.8,31,83,21,1,20,0,1.03,28,45,-17,-0.59,+0.96,31.8,46.4,-14.6,-0.51,-0.33,es ESP,MF,Nantes,Ligue 1,26,1997,28.8,5,0,0,26,21,2,29,31,28,0,0,0,165,13,18,41.9
Joris Chotard,fr FRA,MF,Montpellier,Ligue 1,21,2001,31,30,"2,587",28.7,0,3,3,0,0,0,5,0,0.6,0.6,1.9,2.6,12,111,40,0.00,0.10,0.10,0.00,0.10,0.02,0.07,0.09,0.02,0.09,fr FRA,MF,Montpellier,Ligue 1,21,2001,28.7,0,21,7,33.3,0.73,0.24,0.00,0.00,26.1,0,0,0,0.6,0.6,0.03,-0.6,-0.6,fr FRA,MF,Montpellier,Ligue 1,21,2001,28.7,961,1179,81.5,18558,6343,366,425,86.1,419,489,85.7,142,195,72.8,3,1.9,2.5,+1.1,14,111,15,5,111,fr FRA,MF,Montpellier,Ligue 1,21,2001,28.7,1179,1113,62,55,6,19,33,3,3,0,3,0,961,4,27,fr FRA,MF,Montpellier,Ligue 1,21,2001,28.7,46,1.60,38,2,0,2,2,2,4,0.14,4,0,0,0,0,0,fr FRA,MF,Montpellier,Ligue 1,21,2001,28.7,81,52,45,25,11,48,96,50.0,48,47,21,26,44,125,60,0,fr FRA,MF,Montpellier,Ligue 1,21,2001,28.7,1481,118,483,809,201,18,1481,14,3,21.4,9,64.3,952,4381,1727,12,18,2,22,13,793,40,fr FRA,MF,Montpellier,Ligue 1,21,2001,31,"2,587",83,84.5,28.7,30,84,22,1,57,0,1.23,35,38,-3,-0.10,+0.28,37.2,44.5,-7.4,-0.26,-0.74,fr FRA,MF,Montpellier,Ligue 1,21,2001,28.7,5,0,0,30,18,0,33,44,52,0,1,0,207,25,23,52.1
Djaoui Cissé,fr FRA,MF,Rennes,Ligue 1,19,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr FRA,MF,Rennes,Ligue 1,19,2004,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,fr FRA,MF,Rennes,Ligue 1,19,2004,0.0,5,5,100.0,75,0,4,4,100.0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,fr FRA,MF,Rennes,Ligue 1,19,2004,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,fr FRA,MF,Rennes,Ligue 1,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,MF,Rennes,Ligue 1,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fr FRA,MF,Rennes,Ligue 1,19,2004,0.0,5,0,0,4,1,0,5,0,0,0,0,0,4,26,9,0,0,0,0,0,4,1,fr FRA,MF,Rennes,Ligue 1,19,2004,2,4,2,0.1,0.0,0,0,0,2,2,3,3.00,0,0,0,0.00,-0.21,0.0,0.0,0.0,0.00,-0.35,fr FRA,MF,Rennes,Ligue 1,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Cissoko,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,11,2,241,2.7,1,1,2,1,0,0,1,0,0.8,0.8,0.4,1.2,21,12,39,0.37,0.37,0.75,0.37,0.75,0.29,0.16,0.45,0.29,0.45,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,1,8,4,50.0,2.99,1.49,0.13,0.25,20.2,0,0,0,0.8,0.8,0.10,+0.2,+0.2,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,89,116,76.7,1398,357,50,57,87.7,27,39,69.2,7,10,70.0,1,0.4,0.7,+0.6,6,7,9,7,12,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,116,114,2,0,0,0,20,2,0,0,0,0,89,0,4,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,15,5.58,9,0,5,0,0,1,1,0.37,1,0,0,0,0,0,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,4,3,3,1,0,1,3,33.3,2,3,0,3,1,5,0,0,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,156,0,14,40,104,27,156,30,17,56.7,12,40.0,124,846,482,21,9,13,9,3,114,39,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,11,241,22,7.9,2.7,2,59,0,9,14,9,0.55,3,3,0,0.00,+0.13,3.3,3.3,0.0,0.00,+0.25,nl NED,"FW,MF",Toulouse,Ligue 1,20,2003,2.7,1,0,0,1,6,2,20,1,3,0,0,0,16,0,5,0.0
Alexis Claude-Maurice,fr FRA,MF,Nice,Ligue 1,25,1998,18,4,504,5.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.0,15,21,25,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.19,0.13,0.19,fr FRA,MF,Nice,Ligue 1,25,1998,5.6,0,18,6,33.3,3.21,1.07,0.00,0.00,25.1,1,0,0,0.8,0.8,0.04,-0.8,-0.8,fr FRA,MF,Nice,Ligue 1,25,1998,5.6,202,253,79.8,2857,570,120,132,90.9,56,75,74.7,12,22,54.5,0,0.3,0.6,-0.3,7,15,6,3,21,fr FRA,MF,Nice,Ligue 1,25,1998,5.6,253,235,18,6,0,0,26,2,10,4,6,0,202,0,9,fr FRA,MF,Nice,Ligue 1,25,1998,5.6,14,2.50,9,3,0,1,1,0,0,0.00,0,0,0,0,0,0,fr FRA,MF,Nice,Ligue 1,25,1998,5.6,12,5,3,6,3,1,5,20.0,4,4,1,3,5,17,7,0,fr FRA,MF,Nice,Ligue 1,25,1998,5.6,330,7,46,157,135,14,330,24,16,66.7,8,33.3,237,1427,735,15,20,1,11,11,222,25,fr FRA,MF,Nice,Ligue 1,25,1998,18,504,28,16.5,5.6,4,75,1,14,15,8,1.39,6,5,+1,+0.18,-0.17,8.6,9.8,-1.2,-0.22,-0.77,fr FRA,MF,Nice,Ligue 1,25,1998,5.6,1,0,0,16,8,1,26,5,5,0,0,0,27,3,3,50.0
Jonathan Clauss,fr FRA,DF,Marseille,Ligue 1,30,1992,27,25,"2,068",23.0,3,4,7,3,0,0,2,1,1.3,1.3,4.6,5.9,59,137,172,0.13,0.17,0.30,0.13,0.30,0.06,0.20,0.26,0.06,0.26,fr FRA,DF,Marseille,Ligue 1,30,1992,23.0,3,28,8,28.6,1.22,0.35,0.11,0.38,23.0,3,0,0,1.3,1.3,0.05,+1.7,+1.7,fr FRA,DF,Marseille,Ligue 1,30,1992,23.0,1153,1526,75.6,19885,6946,545,642,84.9,480,598,80.3,103,214,48.1,4,4.6,5.3,-0.6,46,99,50,18,137,fr FRA,DF,Marseille,Ligue 1,30,1992,23.0,1526,1227,290,36,1,4,159,201,53,0,48,0,1153,9,39,fr FRA,DF,Marseille,Ligue 1,30,1992,23.0,76,3.31,53,16,1,3,2,1,5,0.22,4,1,0,0,0,0,fr FRA,DF,Marseille,Ligue 1,30,1992,23.0,47,20,22,19,6,26,49,53.1,23,17,3,14,36,83,46,0,fr FRA,DF,Marseille,Ligue 1,30,1992,23.0,1768,64,353,772,663,36,1768,35,19,54.3,14,40.0,1150,6152,2812,59,62,7,37,7,1060,172,fr FRA,DF,Marseille,Ligue 1,30,1992,27,"2,068",77,67.6,23.0,25,81,16,2,22,1,1.37,31,25,+6,+0.26,-0.19,35.3,22.7,+12.6,+0.55,-0.07,fr FRA,DF,Marseille,Ligue 1,30,1992,23.0,2,1,0,11,16,3,159,36,20,0,0,0,125,12,19,38.7
Marcus Coco,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,28,18,"1,481",16.5,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,28,55,65,0.06,0.00,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,1,9,2,22.2,0.55,0.12,0.11,0.50,20.0,0,0,0,0.8,0.8,0.09,+0.2,+0.2,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,473,641,73.8,7533,2758,224,265,84.5,199,249,79.9,27,86,31.4,0,1.0,1.1,-1.0,12,40,18,8,55,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,641,561,78,3,3,1,46,75,0,0,0,0,473,2,15,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,30,1.82,26,0,1,1,2,0,2,0.12,1,0,0,1,0,0,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,43,26,29,10,4,28,60,46.7,32,19,1,18,21,64,38,0,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,831,49,208,401,231,14,831,31,12,38.7,12,38.7,539,3134,1306,28,31,1,26,11,483,65,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,28,"1,481",53,48.4,16.5,18,72,2,10,19,4,1.04,17,25,-8,-0.49,+0.48,18.4,24.5,-6.1,-0.37,+0.16,fr FRA,"DF,FW",Nantes,Ligue 1,27,1996,16.5,2,0,0,23,27,0,46,21,26,0,0,0,77,23,21,52.3
Maxime Colin,fr FRA,DF,Metz,Ligue 1,31,1991,22,22,"1,832",20.4,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,23,67,22,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,fr FRA,DF,Metz,Ligue 1,31,1991,20.4,0,6,0,0.0,0.29,0.00,0.00,0,22.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,fr FRA,DF,Metz,Ligue 1,31,1991,20.4,660,925,71.4,11318,5363,307,381,80.6,285,372,76.6,52,122,42.6,0,0.4,0.6,-0.4,4,60,7,5,67,fr FRA,DF,Metz,Ligue 1,31,1991,20.4,925,684,235,19,0,2,34,216,0,0,0,0,660,6,30,fr FRA,DF,Metz,Ligue 1,31,1991,20.4,24,1.18,16,4,1,1,1,1,1,0.05,0,0,0,0,1,0,fr FRA,DF,Metz,Ligue 1,31,1991,20.4,39,23,25,7,7,16,29,55.2,13,22,7,15,20,59,71,0,fr FRA,DF,Metz,Ligue 1,31,1991,20.4,1130,83,360,543,237,8,1130,23,11,47.8,11,47.8,559,3364,1353,23,13,3,18,12,494,22,fr FRA,DF,Metz,Ligue 1,31,1991,22,"1,832",83,59.9,20.4,22,83,18,0,0,4,0.95,21,30,-9,-0.44,+0.58,18.3,30.4,-12.2,-0.60,0.00,fr FRA,DF,Metz,Ligue 1,31,1991,20.4,3,0,0,11,8,0,34,20,23,1,0,0,83,23,14,62.2
Eray Cömert,ch SUI,DF,Nantes,Ligue 1,25,1998,25,23,"1,995",22.2,2,0,2,2,0,0,5,0,0.7,0.7,0.2,0.8,7,57,3,0.09,0.00,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04,ch SUI,DF,Nantes,Ligue 1,25,1998,22.2,2,9,3,33.3,0.41,0.14,0.22,0.67,17.1,1,0,0,0.7,0.7,0.08,+1.3,+1.3,ch SUI,DF,Nantes,Ligue 1,25,1998,22.2,941,1064,88.4,18882,6076,298,320,93.1,506,534,94.8,118,178,66.3,0,0.2,0.4,-0.2,4,57,4,2,57,ch SUI,DF,Nantes,Ligue 1,25,1998,22.2,1064,1007,57,37,1,19,3,3,0,0,0,0,941,0,10,ch SUI,DF,Nantes,Ligue 1,25,1998,22.2,16,0.72,11,0,0,2,1,2,1,0.05,0,0,0,1,0,0,ch SUI,DF,Nantes,Ligue 1,25,1998,22.2,42,28,28,13,1,28,38,73.7,10,35,18,17,36,78,77,1,ch SUI,DF,Nantes,Ligue 1,25,1998,22.2,1280,204,680,581,32,9,1280,2,1,50.0,1,50.0,910,4794,2354,7,6,0,5,1,825,3,ch SUI,DF,Nantes,Ligue 1,25,1998,25,"1,995",80,65.2,22.2,23,84,18,2,27,3,1.04,21,32,-11,-0.50,+0.69,26.2,31.9,-5.8,-0.26,+0.56,ch SUI,DF,Nantes,Ligue 1,25,1998,22.2,5,0,0,26,26,1,3,36,28,0,2,0,99,14,27,34.1
Alois Confais,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,7,9,77.8,74,5,7,8,87.5,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,9,7,2,2,0,0,1,0,0,0,0,0,7,0,0,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,11,0,1,9,1,0,11,0,0,0,0,0,6,35,12,0,0,0,0,0,4,0,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,2,7,4,0.2,0.1,0,0,0,2,4,13,1.50,2,0,+2,+25.71,+26.10,1.0,0.0,+1.0,+12.32,+12.74,fr FRA,"MF,FW",Le Havre,Ligue 1,26,1996,0.1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0
Joaquín Correa,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,12,6,430,4.8,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.4,9,25,57,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.29,0.13,0.29,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,0,4,2,50.0,0.84,0.42,0.00,0.00,19.3,1,0,0,0.6,0.6,0.16,-0.6,-0.6,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,131,167,78.4,2086,576,61,80,76.3,60,62,96.8,7,9,77.8,0,0.7,0.6,-0.7,5,10,11,0,25,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,167,163,3,1,1,0,1,2,0,0,0,0,131,1,10,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,12,2.51,9,0,2,0,1,0,1,0.21,1,0,0,0,0,0,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,7,5,4,2,1,0,8,0.0,8,2,0,2,1,8,1,0,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,214,1,26,89,100,17,214,15,5,33.3,9,60.0,162,990,370,9,10,2,8,10,153,57,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,12,430,36,14.1,4.8,6,62,0,6,10,11,0.75,6,8,-2,-0.42,-0.86,6.8,4.6,+2.1,+0.45,-0.15,ar ARG,"FW,MF",Marseille,Ligue 1,28,1994,4.8,2,0,0,6,5,0,1,1,5,0,0,0,18,5,6,45.5
Oscar Cortés,co COL,"FW,MF",Lens,Ligue 1,19,2003,4,0,44,0.5,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.1,1,2,8,2.05,2.05,4.09,2.05,4.09,0.93,1.41,2.35,0.93,2.35,co COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,1,1,1,100.0,2.05,2.05,1.00,1.00,7.7,0,0,0,0.5,0.5,0.46,+0.5,+0.5,co COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,18,26,69.2,217,36,13,19,68.4,3,4,75.0,0,1,0.0,1,0.7,0.1,+0.3,1,1,1,1,2,co COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,26,26,0,0,0,0,2,0,0,0,0,0,18,0,0,co COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,co COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,co COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,35,0,1,14,20,5,35,0,0,0,0,0,30,175,42,1,0,0,6,2,30,8,co COL,"FW,MF",Lens,Ligue 1,19,2003,4,44,11,1.4,0.5,0,0,0,4,11,5,1.75,2,0,+2,+4.09,+3.91,1.4,0.9,+0.5,+1.12,+0.91,co COL,"FW,MF",Lens,Ligue 1,19,2003,0.5,0,0,0,0,1,1,2,0,0,0,0,0,2,1,2,33.3
