Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Cristian Bustamante,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,3,3,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,1.5,0,2,0,0.0,1.33,0.00,0.00,0,0.0,0,0,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,3,135,45,5.0,1.5,3,45,0,0,0,1,0.00,0,3,-3,-2.00,-1.12,cl CHI,"MF,FW",Curico Unido,Primera Division Chile,20,2002,1.5,0,0,0,2,2,0,2,2,0,0.0,0.0,0
Luciano Cabral,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,29,24,"2,124",23.6,5,4,9,5,0,0,1,0,0.21,0.17,0.38,0.21,0.38,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,23.6,5,40,12,30.0,1.69,0.51,0.13,0.42,0.0,0,0,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,23.6,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,23.6,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,29,"2,124",73,78.7,23.6,24,81,8,5,34,0,1.52,38,30,+8,+0.34,+1.43,cl CHI,"MF,FW",Coquimbo Unido,Primera Division Chile,27,1995,23.6,1,0,0,19,67,3,30,11,12,0.0,0.0,0
Bruno Cabrera,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,6,6,479,5.3,1,0,1,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,5.3,1,2,1,50.0,0.38,0.19,0.50,1.00,0.0,0,0,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,5.3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,6,479,80,17.7,5.3,6,80,5,0,0,0,1.67,8,9,-1,-0.19,-0.27,ar ARG,DF,Coquimbo Unido,Primera Division Chile,25,1997,5.3,1,0,0,3,1,0,0,10,2,0.0,0.0,0
Luis Cabrera,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,18,12,940,10.4,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,10.4,0,7,5,71.4,0.67,0.48,0.00,0.00,0.0,0,0,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,10.4,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,10.4,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,18,940,52,34.8,10.4,12,73,6,6,12,7,1.17,9,19,-10,-0.96,-0.80,cl CHI,MF,Deportes Copiapó,Primera Division Chile,29,1994,10.4,4,0,0,14,1,0,6,8,11,0.0,0.0,0
Sebastian Cabrera,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,12,11,987,11.0,1,0,1,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,11.0,1,7,1,14.3,0.64,0.09,0.14,1.00,0.0,0,0,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,11.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,11.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,12,987,82,36.6,11.0,11,86,8,1,45,1,0.42,8,23,-15,-1.37,-0.68,cl CHI,DF,Curico Unido,Primera Division Chile,24,1998,11.0,4,0,0,10,10,0,38,18,9,0.0,0.0,0
Felipe Cadenazzi,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,5,1,129,1.4,0,1,1,0,0,0,0,0,0.00,0.70,0.70,0.00,0.70,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,1.4,0,6,2,33.3,4.19,1.40,0.00,0.00,0.0,0,0,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,1.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,5,129,26,4.8,1.4,1,64,0,4,16,2,0.80,3,3,0,0.00,+0.46,ar ARG,FW,Deportes Magallanes,Primera Division Chile,31,1991,1.4,0,0,0,0,1,1,1,0,0,0.0,0.0,0
Matías Cahais,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,17,17,"1,497",16.6,0,1,1,0,0,0,2,1,0.00,0.06,0.06,0.00,0.06,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,16.6,0,2,0,0.0,0.12,0.00,0.00,0,0.0,0,0,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,16.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,16.6,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,17,"1,497",88,55.4,16.6,17,88,16,0,0,1,0.76,16,30,-14,-0.84,+0.21,ar ARG,DF,Curico Unido,Primera Division Chile,35,1987,16.6,2,1,0,8,6,0,1,35,14,0.0,0.0,0
Alejandro Camargo,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,29,29,"2,564",28.5,5,2,7,5,0,0,5,0,0.18,0.07,0.25,0.18,0.25,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,28.5,5,35,7,20.0,1.23,0.25,0.14,0.71,0.0,0,0,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,28.5,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,28.5,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,29,"2,564",88,95.0,28.5,29,88,26,0,0,0,1.83,50,38,+12,+0.42,-2.89,ar ARG,MF,Cobresal,Primera Division Chile,33,1989,28.5,5,0,0,34,44,3,10,38,32,0.0,0.0,0
Cristóbal Campos,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,21,21,"1,845",20.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,20.5,0,0,0,0,0.00,0.00,0,0,0.0,0,0,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,20.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,21,"1,845",88,68.3,20.5,21,88,20,0,0,8,1.43,24,26,-2,-0.10,-0.10,cl CHI,GK,U de Chile,Primera Division Chile,23,1999,20.5,2,0,0,0,3,0,0,0,0,0.0,0.0,1
Felipe Campos,cl CHI,DF,Everton,Primera Division Chile,29,1993,19,14,"1,392",15.5,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,cl CHI,DF,Everton,Primera Division Chile,29,1993,15.5,1,6,4,66.7,0.39,0.26,0.17,0.25,0.0,0,0,cl CHI,DF,Everton,Primera Division Chile,29,1993,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,cl CHI,DF,Everton,Primera Division Chile,29,1993,15.5,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,DF,Everton,Primera Division Chile,29,1993,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,DF,Everton,Primera Division Chile,29,1993,15.5,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,cl CHI,DF,Everton,Primera Division Chile,29,1993,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,DF,Everton,Primera Division Chile,29,1993,19,"1,392",73,51.6,15.5,14,88,11,5,33,2,1.63,21,20,+1,+0.06,-0.07,cl CHI,DF,Everton,Primera Division Chile,29,1993,15.5,2,0,0,7,7,1,47,22,30,0.0,0.0,0
Matías Campos López,cl CHI,FW,Everton,Primera Division Chile,31,1991,29,21,"1,819",20.2,7,2,9,7,0,0,3,0,0.35,0.10,0.45,0.35,0.45,cl CHI,FW,Everton,Primera Division Chile,31,1991,20.2,7,58,28,48.3,2.87,1.39,0.12,0.25,0.0,0,0,cl CHI,FW,Everton,Primera Division Chile,31,1991,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,cl CHI,FW,Everton,Primera Division Chile,31,1991,20.2,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,FW,Everton,Primera Division Chile,31,1991,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,FW,Everton,Primera Division Chile,31,1991,20.2,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,cl CHI,FW,Everton,Primera Division Chile,31,1991,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,FW,Everton,Primera Division Chile,31,1991,29,"1,819",63,67.4,20.2,21,78,9,8,22,1,1.45,29,26,+3,+0.15,+0.15,cl CHI,FW,Everton,Primera Division Chile,31,1991,20.2,3,0,0,39,22,6,20,3,8,0.0,0.0,0
Giovanni Campusano,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,25,24,"2,005",22.3,0,3,3,0,0,0,5,1,0.00,0.13,0.13,0.00,0.13,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,22.3,0,4,1,25.0,0.18,0.04,0.00,0.00,0.0,0,0,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,22.3,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,22.3,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,25,"2,005",80,74.3,22.3,24,83,17,1,23,0,1.16,21,30,-9,-0.40,-0.79,cl CHI,"DF,MF",Ñublense,Primera Division Chile,30,1993,22.3,5,1,0,19,16,4,60,21,36,0.0,0.0,0
Alfred Canales,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,28,23,"1,698",18.9,3,0,3,3,0,0,4,0,0.16,0.00,0.16,0.16,0.16,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,18.9,3,38,11,28.9,2.01,0.58,0.08,0.27,0.0,0,0,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,18.9,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,18.9,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,28,"1,698",61,62.9,18.9,23,66,4,5,34,0,0.89,22,34,-12,-0.64,-0.55,cl CHI,MF,Deportes Magallanes,Primera Division Chile,22,2000,18.9,4,0,0,27,6,1,6,16,24,0.0,0.0,0
Jhonatan Candia,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,10,8,617,6.9,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,6.9,0,13,2,15.4,1.90,0.29,0.00,0.00,0.0,0,0,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,6.9,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,6.9,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,10,617,62,22.9,6.9,8,72,2,2,20,0,1.30,9,10,-1,-0.15,+0.11,uy URU,"FW,MF",Audax Italiano,Primera Division Chile,27,1995,6.9,1,0,0,7,8,0,16,1,4,0.0,0.0,0
Omar Carabalí,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26,26,"2,340",26.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26.0,0,0,0,0,0.00,0.00,0,0,0.0,0,0,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26,"2,340",90,86.7,26.0,26,90,26,0,0,4,1.31,34,33,+1,+0.04,+0.04,cl CHI,GK,La Calera,Primera Division Chile,25,1997,26.0,4,0,0,0,7,0,1,0,0,0.0,0.0,0
