Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
Lucas Barbosa,br BRA,"MF,FW",Coritiba,Brasileirao,21,2001,5,0,102,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,4,10,0.00,0.00,0.00,0.00,0.00,0.11,0.16,0.27,0.11,0.27,br BRA,"FW,MF",Santos,Brasileirao,21,2001,1.1,0,1,1,100.0,0.87,0.87,0.00,0.00,6.4,0,0,0,0.3,0.3,0.29,-0.3,-0.3,br BRA,"FW,MF",Santos,Brasileirao,21,2001,1.1,16,40,40.0,213,66,10,16,62.5,3,11,27.3,1,7,14.3,0,0.0,0.0,0.0,1,0,0,0,0,br BRA,"FW,MF",Santos,Brasileirao,21,2001,1.1,40,40,0,0,0,1,2,0,0,0,0,0,16,0,0,br BRA,"FW,MF",Santos,Brasileirao,21,2001,1.1,2,1.75,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,br BRA,"FW,MF",Santos,Brasileirao,21,2001,1.1,12,5,3,9,0,6,11,54.5,5,8,3,5,2,14,3,0,br BRA,"FW,MF",Santos,Brasileirao,21,2001,1.1,70,4,24,38,12,1,70,4,2,50.0,2,50.0,33,180,90,4,3,0,2,2,31,4,br BRA,"FW,MF",Santos,Brasileirao,21,2001,4,103,26,3.0,1.1,1,28,0,3,25,4,1.00,0,0,0,0.00,+0.68,0.7,1.1,-0.4,-0.34,-0.11,br BRA,"FW,MF",Santos,Brasileirao,21,2001,1.1,0,0,0,4,1,0,2,2,5,0,0,0,13,5,1,83.3
Chrystian Barletta,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,3,2,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,2,16,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.08,0.16,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,1.4,0,3,1,33.3,2.13,0.71,0.00,0.00,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,1.4,19,34,55.9,265,52,10,16,62.5,7,11,63.6,1,3,33.3,0,0.1,0.1,-0.1,2,2,0,0,2,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,1.4,34,34,0,0,1,0,2,0,0,0,0,0,19,0,3,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,1.4,4,2.83,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,1.4,7,3,1,4,2,4,6,66.7,2,3,1,2,1,8,1,0,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,1.4,62,1,7,24,32,5,62,9,1,11.1,6,66.7,40,269,129,6,3,3,7,2,44,16,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,3,127,42,3.7,1.4,2,57,0,1,13,6,1.00,2,2,0,0.00,+0.03,1.1,1.3,-0.2,-0.11,+0.14,br BRA,"FW,MF",Corinthians,Brasileirao,21,2001,1.4,0,0,0,3,4,0,2,1,3,0,0,0,5,0,0,0
Cauan Barros,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,8,3,237,2.6,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,0,7,4,0.38,0.00,0.38,0.38,0.38,0.13,0.04,0.17,0.13,0.17,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,2.6,1,5,1,20.0,1.90,0.38,0.20,1.00,13.3,0,0,0,0.3,0.3,0.07,+0.7,+0.7,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,2.6,72,83,86.7,1306,280,24,30,80.0,40,41,97.6,6,8,75.0,0,0.1,0.1,-0.1,2,10,1,1,7,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,2.6,83,80,3,2,0,0,1,0,0,0,0,0,72,0,0,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,2.6,5,1.90,3,0,0,0,1,1,0,0.00,0,0,0,0,0,0,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,2.6,6,3,0,5,1,4,12,33.3,8,3,0,3,1,7,9,0,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,2.6,118,7,27,72,19,7,118,0,0,0,0,0,56,246,109,0,1,0,1,4,70,4,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,8,237,30,6.9,2.6,3,60,0,5,12,8,1.00,2,4,-2,-0.76,-0.53,2.6,3.8,-1.2,-0.44,-0.52,br BRA,MF,Vasco da Gama,Brasileirao,18,2004,2.6,2,0,0,8,3,0,1,1,3,0,0,0,10,4,9,30.8
Gabriel Barros,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,5,2,177,2.0,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.8,4,4,12,0.00,0.51,0.51,0.00,0.51,0.12,0.27,0.38,0.12,0.38,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,2.0,0,2,0,0.0,1.02,0.00,0.00,0,16.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,2.0,68,78,87.2,920,189,44,48,91.7,19,21,90.5,2,2,100.0,1,0.5,0.3,+0.5,4,3,0,0,4,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,2.0,78,78,0,0,0,0,3,0,0,0,0,0,68,0,2,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,2.0,6,3.07,6,0,0,0,0,0,1,0.51,1,0,0,0,0,0,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,2.0,2,1,1,1,0,0,0,0,0,0,0,0,2,4,2,0,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,2.0,101,1,12,55,35,9,101,8,2,25.0,5,62.5,62,422,107,4,3,2,8,1,74,12,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,5,177,35,5.2,2.0,2,66,0,3,15,26,1.20,4,3,+1,+0.51,+0.51,2.3,2.5,-0.2,-0.09,+0.04,br BRA,"FW,MF",Internacional,Brasileirao,21,2001,2.0,1,0,0,4,0,0,3,2,1,0,0,0,10,2,2,50.0
Bastos,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,4,2,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,1.3,0,1,0,0.0,0.76,0.00,0.00,0,8.9,0,0,0,0.0,0.0,0.04,0.0,0.0,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,1.3,62,71,87.3,1224,347,23,26,88.5,30,32,93.8,9,12,75.0,0,0.0,0.0,0.0,0,8,0,0,4,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,1.3,71,68,3,2,0,0,1,1,0,0,0,0,62,0,1,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,1.3,4,2,1,2,1,2,3,66.7,1,4,1,3,0,4,4,0,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,1.3,84,7,35,44,5,1,84,0,0,0,0,0,33,129,87,0,0,0,0,0,58,0,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,4,118,30,3.5,1.3,2,51,0,2,8,10,1.25,0,2,-2,-1.53,-2.15,0.9,2.0,-1.1,-0.86,-0.92,ao ANG,DF,Botafogo (RJ),Brasileirao,31,1991,1.3,0,0,0,3,2,0,1,0,2,0,0,0,2,2,2,50.0
Fellipe Bastos,br BRA,MF,Goiás,Brasileirao,32,1990,1,0,36,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,br BRA,MF,Goiás,Brasileirao,32,1990,0.4,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,br BRA,MF,Goiás,Brasileirao,32,1990,0.4,12,14,85.7,225,74,5,5,100.0,3,5,60.0,3,3,100.0,0,0.0,0.3,0.0,0,0,1,1,1,br BRA,MF,Goiás,Brasileirao,32,1990,0.4,14,10,4,4,0,0,2,0,0,0,0,0,12,0,0,br BRA,MF,Goiás,Brasileirao,32,1990,0.4,1,2.50,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,br BRA,MF,Goiás,Brasileirao,32,1990,0.4,1,0,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0,br BRA,MF,Goiás,Brasileirao,32,1990,0.4,16,0,9,6,2,0,16,0,0,0,0,0,4,18,7,1,0,0,0,0,8,1,br BRA,MF,Goiás,Brasileirao,32,1990,1,36,36,1.1,0.4,0,0,0,1,36,10,0.00,0,2,-2,-5.00,-4.60,0.1,0.6,-0.4,-1.10,-0.86,br BRA,MF,Goiás,Brasileirao,32,1990,0.4,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0
Diogo Batista,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,11,5,531,5.9,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,8,21,13,0.00,0.17,0.17,0.00,0.17,0.03,0.11,0.14,0.03,0.14,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,5.9,0,6,2,33.3,1.02,0.34,0.00,0.00,29.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,5.9,201,277,72.6,3688,1499,91,104,87.5,81,113,71.7,26,48,54.2,1,0.6,0.5,+0.4,9,23,4,1,21,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,5.9,277,222,54,8,0,3,14,44,2,1,1,0,201,1,6,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,5.9,15,2.54,12,1,0,1,1,0,1,0.17,1,0,0,0,0,0,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,5.9,13,5,8,2,3,8,17,47.1,9,10,2,8,2,15,19,0,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,5.9,354,23,123,169,66,6,354,10,3,30.0,5,50.0,181,813,497,8,7,2,10,5,197,13,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,11,531,48,15.5,5.9,5,73,2,6,28,8,0.91,6,9,-3,-0.51,+0.39,7.0,9.6,-2.6,-0.44,+0.15,br BRA,"DF,MF",Coritiba,Brasileirao,19,2003,5.9,1,0,0,11,4,0,14,2,5,0,0,0,26,5,6,45.5
Rodrigo Battaglia,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,22,19,"1,728",19.2,0,1,1,0,0,0,6,0,0.9,0.9,0.4,1.3,38,81,26,0.00,0.05,0.05,0.00,0.05,0.05,0.02,0.07,0.05,0.07,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,19.2,0,17,3,17.6,0.89,0.16,0.00,0.00,18.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,19.2,855,977,87.5,13792,3203,405,449,90.2,378,410,92.2,47,66,71.2,1,0.4,1.4,+0.6,8,95,6,0,81,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,19.2,977,921,54,52,0,5,7,1,0,0,0,0,855,2,12,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,19.2,18,0.94,17,0,0,1,0,0,0,0.00,0,0,0,0,0,0,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,19.2,39,29,15,22,2,20,37,54.1,17,21,9,12,12,51,22,1,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,19.2,1124,33,198,777,165,19,1124,23,16,69.6,6,26.1,727,4181,2274,38,32,2,14,13,785,26,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,22,"1,728",79,50.5,19.2,19,85,15,3,35,2,1.68,24,13,+11,+0.57,+0.09,24.4,18.4,+6.1,+0.32,+0.34,ar ARG,MF,Atlético Mineiro,Brasileirao,31,1991,19.2,6,0,0,42,22,1,7,12,29,0,0,0,106,28,28,50.0
José Luis Rodríguez Bebanz,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,32,22,"1,997",22.2,2,1,3,2,0,0,2,0,2.8,2.8,2.2,5.0,56,99,95,0.09,0.05,0.14,0.09,0.14,0.12,0.10,0.22,0.12,0.22,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,22.2,2,38,13,34.2,1.71,0.59,0.05,0.15,18.7,5,0,0,2.8,2.8,0.08,-0.8,-0.8,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,22.2,802,1200,66.8,14363,6221,369,440,83.9,348,479,72.7,76,215,35.3,1,2.2,2.8,-1.2,29,70,36,20,99,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,22.2,1200,906,289,47,0,11,140,216,26,18,4,0,802,5,32,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,22.2,59,2.66,40,9,4,4,1,1,3,0.14,3,0,0,0,0,0,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,22.2,49,31,29,17,3,25,56,44.6,31,24,8,16,30,79,56,2,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,22.2,1453,88,439,597,440,51,1453,40,17,42.5,21,52.5,685,3514,2134,56,41,7,23,9,742,95,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,32,"1,997",62,58.4,22.2,22,84,16,10,15,4,1.00,29,36,-7,-0.32,-0.13,29.4,28.5,+0.8,+0.04,+0.01,uy URU,DF,Vasco da Gama,Brasileirao,25,1997,22.2,2,0,0,18,12,3,140,30,31,0,1,0,139,30,21,58.8
Matheus Belém,br BRA,DF,São Paulo,Brasileirao,19,2003,2,2,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,br BRA,DF,São Paulo,Brasileirao,19,2003,1.9,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,br BRA,DF,São Paulo,Brasileirao,19,2003,1.9,73,89,82.0,1413,281,19,23,82.6,53,57,93.0,1,7,14.3,0,0.0,0.0,0.0,0,4,0,0,5,br BRA,DF,São Paulo,Brasileirao,19,2003,1.9,89,87,2,2,0,0,1,0,0,0,0,0,73,0,1,br BRA,DF,São Paulo,Brasileirao,19,2003,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,br BRA,DF,São Paulo,Brasileirao,19,2003,1.9,0,0,0,0,0,0,1,0.0,1,2,2,0,2,2,5,0,br BRA,DF,São Paulo,Brasileirao,19,2003,1.9,102,15,59,40,3,1,102,0,0,0,0,0,54,226,129,1,2,0,4,0,66,0,br BRA,DF,São Paulo,Brasileirao,19,2003,2,169,85,4.9,1.9,2,85,1,0,0,1,0.50,1,2,-1,-0.53,-0.62,1.9,2.6,-0.7,-0.39,-0.76,br BRA,DF,São Paulo,Brasileirao,19,2003,1.9,1,0,0,1,0,0,1,2,0,0,0,0,12,2,5,28.6
Lucas Belezi,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,0.5,0,1,0,0.0,2.00,0.00,0.00,0,15.7,0,0,0,0.0,0.0,0.01,0.0,0.0,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,0.5,15,20,75.0,234,93,10,11,90.9,4,4,100.0,1,5,20.0,0,0.0,0.0,0.0,0,3,0,0,0,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,0.5,20,19,1,1,0,0,1,0,0,0,0,0,15,0,0,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,0.5,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,0,0,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,0.5,25,3,9,14,2,1,25,0,0,0,0,0,14,41,26,0,0,0,0,0,16,0,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,1,45,45,1.3,0.5,0,0,0,1,45,5,0.00,0,1,-1,-2.00,-2.24,0.7,0.9,-0.2,-0.35,-0.48,br BRA,DF,Ath Paranaense,Brasileirao,19,2003,0.5,1,0,0,1,1,0,1,0,1,0,0,0,1,2,0,100.0
Ramiro Benetti,br BRA,MF,Cruzeiro,Brasileirao,29,1993,6,6,407,4.5,1,1,2,1,0,0,3,0,0.8,0.8,0.6,1.4,4,26,13,0.22,0.22,0.44,0.22,0.44,0.17,0.14,0.31,0.17,0.31,br BRA,MF,Cruzeiro,Brasileirao,29,1993,4.5,1,6,2,33.3,1.33,0.44,0.17,0.50,18.5,0,0,0,0.8,0.8,0.13,+0.2,+0.2,br BRA,MF,Cruzeiro,Brasileirao,29,1993,4.5,211,250,84.4,3126,1004,125,138,90.6,72,85,84.7,10,14,71.4,1,0.6,0.9,+0.4,5,27,6,2,26,br BRA,MF,Cruzeiro,Brasileirao,29,1993,4.5,250,241,9,3,0,2,4,5,0,0,0,0,211,0,6,br BRA,MF,Cruzeiro,Brasileirao,29,1993,4.5,8,1.77,7,0,0,1,0,0,1,0.22,1,0,0,0,0,0,br BRA,MF,Cruzeiro,Brasileirao,29,1993,4.5,7,6,1,5,1,1,7,14.3,6,4,1,3,1,8,1,0,br BRA,MF,Cruzeiro,Brasileirao,29,1993,4.5,283,2,36,178,75,7,283,6,3,50.0,2,33.3,150,570,279,4,4,1,7,1,193,13,br BRA,MF,Cruzeiro,Brasileirao,29,1993,6,407,68,11.9,4.5,6,68,0,0,0,0,2.00,6,3,+3,+0.66,+0.66,6.5,5.2,+1.3,+0.29,+0.14,br BRA,MF,Cruzeiro,Brasileirao,29,1993,4.5,3,0,0,7,0,0,4,1,6,0,0,0,28,1,10,9.1
Martín Benítez,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,20,14,"1,120",12.4,3,4,7,3,0,0,4,0,2.5,2.5,4.0,6.6,26,77,56,0.24,0.32,0.56,0.24,0.56,0.20,0.32,0.53,0.20,0.53,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,12.4,3,36,10,27.8,2.89,0.80,0.08,0.30,24.6,6,0,0,2.5,2.5,0.07,+0.5,+0.5,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,12.4,386,561,68.8,7015,2676,178,222,80.2,129,181,71.3,62,117,53.0,4,4.0,3.5,0.0,29,59,16,5,77,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,12.4,561,470,88,41,7,12,51,7,32,9,17,1,386,3,13,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,12.4,75,6.03,39,14,9,3,10,0,6,0.48,4,1,0,1,0,0,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,12.4,11,7,5,3,3,4,14,28.6,10,7,0,7,6,17,3,0,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,12.4,696,2,64,378,268,23,696,69,35,50.7,27,39.1,427,2289,1175,26,17,5,14,27,492,56,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,20,"1,120",56,32.7,12.4,14,67,2,6,30,6,0.35,16,31,-15,-1.21,-0.27,16.5,22.1,-5.5,-0.45,-0.03,ar ARG,"MF,FW",América (MG),Brasileirao,28,1994,12.4,4,0,0,14,45,4,51,6,7,0,0,0,57,4,9,30.8
Bento,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33,33,"2,970",33.0,0,1,1,0,0,0,3,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33.0,580,886,65.5,16226,11268,114,114,100.0,283,292,96.9,180,469,38.4,1,0.3,0.3,+0.7,2,10,0,0,0,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33.0,886,517,362,72,1,0,0,0,0,0,0,0,580,7,1,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33.0,6,0.18,4,2,0,0,0,0,2,0.06,2,0,0,0,0,0,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,18,1,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33.0,952,861,951,1,0,0,952,0,0,0,0,0,443,2440,1530,0,0,0,0,0,316,0,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33,"2,970",90,86.8,33.0,33,90,33,0,0,0,1.42,41,37,+4,+0.12,-0.68,41.6,40.2,+1.4,+0.04,-0.58,br BRA,GK,Ath Paranaense,Brasileirao,23,1999,33.0,3,0,0,2,4,0,0,1,0,0,0,0,16,10,0,100.0
Lucas Beraldo,br BRA,DF,São Paulo,Brasileirao,19,2003,24,24,"2,160",24.0,1,0,1,1,0,0,7,0,1.0,1.0,0.5,1.5,17,128,3,0.04,0.00,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,br BRA,DF,São Paulo,Brasileirao,19,2003,24.0,1,14,6,42.9,0.58,0.25,0.07,0.17,15.3,0,0,0,1.0,1.0,0.07,0.0,0.0,br BRA,DF,São Paulo,Brasileirao,19,2003,24.0,1502,1694,88.7,28759,9807,506,538,94.1,823,883,93.2,157,239,65.7,0,0.5,0.7,-0.5,8,132,6,1,128,br BRA,DF,São Paulo,Brasileirao,19,2003,24.0,1694,1625,69,65,1,11,2,4,0,0,0,0,1502,0,10,br BRA,DF,São Paulo,Brasileirao,19,2003,24.0,19,0.79,19,0,0,0,0,0,0,0.00,0,0,0,0,0,0,br BRA,DF,São Paulo,Brasileirao,19,2003,24.0,28,21,19,8,1,18,27,66.7,9,36,23,13,24,52,89,2,br BRA,DF,São Paulo,Brasileirao,19,2003,24.0,1908,200,804,1055,59,16,1908,5,0,0.0,0,0.0,1234,6152,3946,17,10,0,8,5,1402,3,br BRA,DF,São Paulo,Brasileirao,19,2003,24,"2,160",90,63.2,24.0,24,90,24,0,0,7,1.54,27,26,+1,+0.04,-0.03,31.9,22.3,+9.6,+0.40,+0.18,br BRA,DF,São Paulo,Brasileirao,19,2003,24.0,7,0,0,18,14,0,2,24,21,0,0,0,145,38,28,57.6
Lucas Besozzi,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,12,5,399,4.4,1,1,2,1,0,0,1,0,0.3,0.3,0.4,0.8,30,23,47,0.23,0.23,0.45,0.23,0.45,0.07,0.10,0.17,0.07,0.17,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,4.4,1,6,5,83.3,1.35,1.13,0.17,0.20,18.6,0,0,0,0.3,0.3,0.05,+0.7,+0.7,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,4.4,149,195,76.4,1757,453,111,125,88.8,27,37,73.0,3,10,30.0,1,0.4,0.5,+0.6,7,11,5,0,23,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,4.4,195,193,0,0,2,0,12,0,0,0,0,0,149,2,8,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,4.4,14,3.16,10,0,2,1,1,0,2,0.45,2,0,0,0,0,0,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,4.4,5,2,4,1,0,3,5,60.0,2,3,0,3,5,10,1,0,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,4.4,252,3,29,93,135,18,252,23,8,34.8,14,60.9,164,1207,706,30,20,10,8,8,181,47,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,12,399,33,11.7,4.4,5,46,0,7,24,10,1.58,9,11,-2,-0.45,-0.72,6.2,8.9,-2.6,-0.60,-0.53,ar ARG,"FW,MF",Grêmio,Brasileirao,20,2003,4.4,1,0,0,4,6,0,12,5,2,0,0,0,30,3,3,50.0
