Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Ángelo Campos,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22,22,"1,980",22.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22,"1,980",90,62.9,22.0,22,90,22,0,0,6,2.08,28,9,+19,+0.86,+0.71,pe PER,GK,Alianza Lima,Primera Division Peru,29,1993,22.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Erick Canales,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,28,16,"1,685",18.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,18.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,28,"1,685",60,53.5,18.7,16,86,12,12,26,2,1.11,16,21,-5,-0.27,-0.21,pe PER,"DF,MF",UTC,Primera Division Peru,21,2001,18.7,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jeremy Canela Torres,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,29,28,"2,294",25.5,5,3,8,5,0,0,11,1,0.20,0.12,0.31,0.20,0.31,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,25.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,29,"2,294",79,70.8,25.5,28,81,8,1,23,0,1.07,33,43,-10,-0.39,-1.25,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,24,1998,25.5,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tiago Cantoro,ar ARG,FW,Cusco,Primera Division Peru,22,2001,21,2,469,5.2,3,0,3,3,0,0,0,0,0.58,0.00,0.58,0.58,0.58,ar ARG,FW,Cusco,Primera Division Peru,22,2001,5.2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ar ARG,FW,Cusco,Primera Division Peru,22,2001,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cusco,Primera Division Peru,22,2001,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cusco,Primera Division Peru,22,2001,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cusco,Primera Division Peru,22,2001,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cusco,Primera Division Peru,22,2001,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cusco,Primera Division Peru,22,2001,21,469,22,14.9,5.2,2,68,1,19,18,8,1.43,10,10,0,0.00,-0.07,ar ARG,FW,Cusco,Primera Division Peru,22,2001,5.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Danilo Carando,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,16,4,618,6.9,2,0,2,2,0,0,3,0,0.29,0.00,0.29,0.29,0.29,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,6.9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,16,618,39,19.6,6.9,4,90,4,12,22,2,1.25,6,8,-2,-0.29,-0.18,ar ARG,FW,Cienciano,Primera Division Peru,34,1988,6.9,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Carlos Caraza,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,33,20,"1,929",21.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,21.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,33,"1,929",58,61.2,21.4,20,83,14,13,21,2,1.30,31,32,-1,-0.05,-0.49,pe PER,"DF,MF",Deportivo Garcilaso,Primera Division Peru,37,1985,21.4,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cristian Carbajal,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,24,20,"1,702",18.9,0,2,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,18.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,24,"1,702",71,52.5,18.9,20,81,11,4,21,3,1.17,15,20,-5,-0.26,+0.20,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,18.9,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jack Carhuallanqui,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,13,4,605,6.7,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,6.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,13,605,47,18.7,6.7,4,87,3,9,29,1,1.08,5,13,-8,-1.19,-0.92,pe PER,MF,Unión Comercio,Primera Division Peru,18,2004,6.7,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Giancarlo Carmona,pe PER,DF,Cantolao,Primera Division Peru,37,1985,14,14,"1,205",13.4,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,pe PER,DF,Cantolao,Primera Division Peru,37,1985,13.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,DF,Cantolao,Primera Division Peru,37,1985,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Cantolao,Primera Division Peru,37,1985,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Cantolao,Primera Division Peru,37,1985,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Cantolao,Primera Division Peru,37,1985,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Cantolao,Primera Division Peru,37,1985,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Cantolao,Primera Division Peru,37,1985,14,"1,205",86,37.2,13.4,14,86,12,0,0,1,0.43,7,25,-18,-1.34,-0.95,pe PER,DF,Cantolao,Primera Division Peru,37,1985,13.4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aarón Carnero,pe PER,MF,Cantolao,Primera Division Peru,23,1999,3,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,pe PER,MF,Cantolao,Primera Division Peru,23,1999,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,MF,Cantolao,Primera Division Peru,23,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Cantolao,Primera Division Peru,23,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Cantolao,Primera Division Peru,23,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Cantolao,Primera Division Peru,23,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Cantolao,Primera Division Peru,23,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Cantolao,Primera Division Peru,23,1999,3,32,11,1.0,0.4,0,0,0,3,11,2,0.00,1,1,0,0.00,+0.76,pe PER,MF,Cantolao,Primera Division Peru,23,1999,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dylan Caro,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,16,11,986,11.0,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,16,986,62,30.4,11.0,11,80,5,5,22,4,1.19,9,19,-10,-0.91,-0.79,pe PER,DF,Sport Boys,Primera Division Peru,23,1999,11.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mathías Carpio,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,3,2,114,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,3,114,38,3.6,1.3,2,49,0,1,16,1,2.00,3,3,0,0.00,+0.15,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mathías Carpio,pe PER,"MF,FW",Alianza Atlético,Primera Division Peru,20,2002,11,6,474,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,3,114,38,3.6,1.3,2,49,0,1,16,1,2.00,3,3,0,0.00,+0.15,pe PER,"MF,FW",Cienciano,Primera Division Peru,20,2002,1.3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Juan Carranza,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,16,5,635,7.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,7.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,16,635,40,19.6,7.1,5,81,4,11,21,12,0.63,2,11,-9,-1.28,-1.55,pe PER,MF,Alianza Atlético,Primera Division Peru,21,2001,7.1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
