Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
Mamadou Coulibaly,sn SEN,DF,Salernitana,Serie A,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sn SEN,DF,Salernitana,Serie A,24,1999,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,sn SEN,DF,Salernitana,Serie A,24,1999,0.0,1,3,33.3,6,1,1,3,33.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,sn SEN,DF,Salernitana,Serie A,24,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,sn SEN,DF,Salernitana,Serie A,24,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,sn SEN,DF,Salernitana,Serie A,24,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sn SEN,DF,Salernitana,Serie A,24,1999,0.0,3,0,0,1,2,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,sn SEN,DF,Salernitana,Serie A,24,1999,1,3,3,0.1,0.0,0,0,0,1,3,1,1.00,0,0,0,0.00,+1.29,0.0,0.0,0.0,-0.55,+0.62,sn SEN,DF,Salernitana,Serie A,24,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessio Cragno,it ITA,GK,Sassuolo,Serie A,29,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,it ITA,GK,Sassuolo,Serie A,29,1994,3.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,it ITA,GK,Sassuolo,Serie A,29,1994,3.0,69,100,69.0,1856,1253,16,16,100.0,28,28,100.0,24,55,43.6,0,0.0,0.0,0.0,0,2,0,0,0,it ITA,GK,Sassuolo,Serie A,29,1994,3.0,100,68,32,10,0,0,0,0,0,0,0,0,69,0,0,it ITA,GK,Sassuolo,Serie A,29,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,it ITA,GK,Sassuolo,Serie A,29,1994,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,it ITA,GK,Sassuolo,Serie A,29,1994,3.0,110,91,110,0,0,0,110,0,0,0,0,0,54,270,193,0,0,0,0,0,49,0,it ITA,GK,Sassuolo,Serie A,29,1994,3,270,90,7.9,3.0,3,90,3,0,0,34,1.33,7,7,0,0.00,+0.91,4.0,5.0,-1.1,-0.36,+0.24,it ITA,GK,Sassuolo,Serie A,29,1994,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
Bryan Cristante,it ITA,"MF,DF",Roma,Serie A,28,1995,37,37,"3,289",36.5,3,4,7,3,0,0,8,0,4.0,4.0,2.9,6.9,47,234,80,0.08,0.11,0.19,0.08,0.19,0.11,0.08,0.19,0.11,0.19,it ITA,"MF,DF",Roma,Serie A,28,1995,36.5,3,54,8,14.8,1.48,0.22,0.06,0.38,17.2,0,0,0,4.0,4.0,0.07,-1.0,-1.0,it ITA,"MF,DF",Roma,Serie A,28,1995,36.5,1785,2178,82.0,31740,9730,777,895,86.8,818,924,88.5,154,242,63.6,4,2.9,3.1,+1.1,30,229,37,6,234,it ITA,"MF,DF",Roma,Serie A,28,1995,36.5,2178,2140,30,28,5,21,29,2,0,0,0,0,1785,8,43,it ITA,"MF,DF",Roma,Serie A,28,1995,36.5,82,2.24,69,0,0,9,4,0,16,0.44,9,0,0,6,1,0,it ITA,"MF,DF",Roma,Serie A,28,1995,36.5,72,41,33,28,11,28,50,56.0,22,36,6,30,25,97,55,2,it ITA,"MF,DF",Roma,Serie A,28,1995,36.5,2494,88,577,1504,425,80,2494,26,17,65.4,8,30.8,1438,7211,3544,47,52,4,27,21,1860,80,it ITA,"MF,DF",Roma,Serie A,28,1995,37,"3,289",89,96.2,36.5,37,89,34,0,0,0,1.62,63,44,+19,+0.52,+0.52,49.8,39.7,+10.1,+0.28,+0.67,it ITA,"MF,DF",Roma,Serie A,28,1995,36.5,8,0,0,77,16,4,29,25,41,0,1,0,203,82,60,57.7
Juan Cruz,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,4,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,4,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,0,1,0,0.0,0.83,0.00,0.00,0,26.3,0,0,0,0.0,0.0,0.04,0.0,0.0,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,18,27,66.7,211,78,16,22,72.7,1,2,50.0,1,2,50.0,0,0.1,0.1,-0.1,1,1,0,0,4,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,27,27,0,0,0,0,1,0,0,0,0,0,18,0,1,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,3,2.48,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,2,2,0,0,2,0,0,0,0,1,0,1,1,3,0,0,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,36,0,2,16,20,2,36,2,1,50.0,1,50.0,18,119,55,3,2,0,2,0,27,4,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,4,109,27,3.2,1.2,1,57,0,3,17,15,0.50,0,0,0,0.00,+0.35,0.5,0.7,-0.2,-0.20,+0.08,ar ARG,"FW,MF",Hellas Verona,Serie A,24,1999,1.2,0,0,0,1,0,0,1,1,2,0,0,0,2,1,3,25.0
Juan Cuadrado,co COL,DF,Inter,Serie A,35,1988,10,0,267,3.0,0,2,2,0,0,0,1,0,0.2,0.2,1.6,1.7,17,11,35,0.00,0.67,0.67,0.00,0.67,0.06,0.52,0.59,0.06,0.59,co COL,DF,Inter,Serie A,35,1988,3.0,0,5,0,0.0,1.69,0.00,0.00,0,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,co COL,DF,Inter,Serie A,35,1988,3.0,158,189,83.6,2799,632,73,77,94.8,61,76,80.3,16,27,59.3,2,1.6,1.2,+0.4,9,11,5,2,11,co COL,DF,Inter,Serie A,35,1988,3.0,189,169,20,3,0,6,18,17,0,0,0,0,158,0,0,co COL,DF,Inter,Serie A,35,1988,3.0,13,4.38,11,1,0,1,0,0,3,1.01,3,0,0,0,0,0,co COL,DF,Inter,Serie A,35,1988,3.0,4,3,2,2,0,3,5,60.0,2,6,1,5,1,5,2,0,co COL,DF,Inter,Serie A,35,1988,3.0,217,3,37,102,79,13,217,5,1,20.0,2,40.0,151,869,513,17,9,7,3,2,169,35,co COL,DF,Inter,Serie A,35,1988,10,267,27,7.8,3.0,0,0,0,10,27,5,2.10,8,0,+8,+2.70,+1.01,6.2,2.7,+3.5,+1.19,-0.05,co COL,DF,Inter,Serie A,35,1988,3.0,1,0,0,4,6,1,18,1,3,0,0,0,11,0,0,0
Marvin Cuni,al ALB,FW,Frosinone,Serie A,22,2001,22,6,534,5.9,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,6,11,45,0.17,0.00,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28,al ALB,FW,Frosinone,Serie A,22,2001,5.9,1,10,2,20.0,1.69,0.34,0.10,0.50,14.3,1,0,0,1.3,1.3,0.13,-0.3,-0.3,al ALB,FW,Frosinone,Serie A,22,2001,5.9,82,115,71.3,988,167,48,60,80.0,20,28,71.4,3,4,75.0,0,0.3,0.2,-0.3,6,2,2,0,11,al ALB,FW,Frosinone,Serie A,22,2001,5.9,115,104,10,0,0,1,4,1,0,0,0,0,82,1,5,al ALB,FW,Frosinone,Serie A,22,2001,5.9,17,2.88,11,0,1,1,3,1,1,0.17,0,0,0,0,1,0,al ALB,FW,Frosinone,Serie A,22,2001,5.9,8,3,1,3,4,3,4,75.0,1,10,1,9,1,9,0,0,al ALB,FW,Frosinone,Serie A,22,2001,5.9,198,1,12,92,97,24,198,14,3,21.4,8,57.1,107,481,132,6,5,2,26,15,146,45,al ALB,FW,Frosinone,Serie A,22,2001,22,534,24,15.6,5.9,6,63,0,16,10,9,0.86,8,7,+1,+0.17,+0.98,7.8,10.4,-2.5,-0.43,-0.13,al ALB,FW,Frosinone,Serie A,22,2001,5.9,0,0,0,13,12,3,4,1,3,2,0,0,18,16,33,32.7
Danilo D'Ambrosio,it ITA,DF,Monza,Serie A,34,1988,24,16,"1,536",17.1,0,0,0,0,0,0,5,1,0.7,0.7,0.2,0.8,12,61,25,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,it ITA,DF,Monza,Serie A,34,1988,17.1,0,14,4,28.6,0.82,0.23,0.00,0.00,15.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,it ITA,DF,Monza,Serie A,34,1988,17.1,979,1095,89.4,17542,5544,360,376,95.7,531,566,93.8,74,124,59.7,0,0.2,0.4,-0.2,4,61,4,1,61,it ITA,DF,Monza,Serie A,34,1988,17.1,1095,1029,65,34,1,2,7,27,0,0,0,0,979,1,9,it ITA,DF,Monza,Serie A,34,1988,17.1,14,0.82,5,0,2,4,1,2,0,0.00,0,0,0,0,0,0,it ITA,DF,Monza,Serie A,34,1988,17.1,57,34,34,20,3,28,41,68.3,13,22,13,9,14,71,31,0,it ITA,DF,Monza,Serie A,34,1988,17.1,1268,126,564,600,114,23,1268,13,7,53.8,5,38.5,787,3641,1763,12,8,1,12,5,904,25,it ITA,DF,Monza,Serie A,34,1988,24,"1,536",64,44.9,17.1,16,83,10,8,27,5,1.13,18,20,-2,-0.12,+0.36,18.4,24.7,-6.3,-0.37,+0.13,it ITA,DF,Monza,Serie A,34,1988,17.1,5,1,1,18,13,1,7,14,34,0,1,0,77,27,20,57.4
Flavius Daniliuc,at AUT,DF,Salernitana,Serie A,22,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,8,37,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,at AUT,DF,Salernitana,Serie A,22,2001,8.3,0,2,0,0.0,0.24,0.00,0.00,0,15.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,at AUT,DF,Salernitana,Serie A,22,2001,8.3,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,at AUT,DF,Salernitana,Serie A,22,2001,8.3,411,368,41,11,1,4,1,30,0,0,0,0,350,2,8,at AUT,DF,Salernitana,Serie A,22,2001,8.3,10,1.21,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,at AUT,DF,Salernitana,Serie A,22,2001,8.3,19,11,12,5,2,9,19,47.4,10,13,4,9,8,27,15,0,at AUT,DF,Salernitana,Serie A,22,2001,8.3,486,44,208,218,63,7,486,5,1,20.0,4,80.0,235,1145,561,8,7,0,7,4,282,2,at AUT,DF,Salernitana,Serie A,22,2001,14,744,53,21.8,8.3,8,76,4,6,22,3,0.36,7,19,-12,-1.45,-0.21,7.9,17.1,-9.2,-1.11,+0.07,at AUT,DF,Salernitana,Serie A,22,2001,8.3,2,0,0,14,4,0,1,8,11,0,0,0,52,20,15,57.1
Danilo,br BRA,DF,Juventus,Serie A,32,1991,29,27,"2,452",27.2,1,1,2,1,0,0,7,0,1.3,1.3,0.9,2.2,18,161,21,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08,br BRA,DF,Juventus,Serie A,32,1991,27.2,1,17,2,11.8,0.62,0.07,0.06,0.50,19.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,br BRA,DF,Juventus,Serie A,32,1991,27.2,1591,1849,86.0,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1.0,+0.1,21,148,14,4,161,br BRA,DF,Juventus,Serie A,32,1991,27.2,1849,1635,205,49,2,23,18,89,0,0,0,0,1591,9,12,br BRA,DF,Juventus,Serie A,32,1991,27.2,48,1.76,41,1,1,2,0,3,3,0.11,1,0,0,1,0,1,br BRA,DF,Juventus,Serie A,32,1991,27.2,60,36,38,18,4,32,48,66.7,16,34,15,19,37,97,94,0,br BRA,DF,Juventus,Serie A,32,1991,27.2,2118,255,815,1113,200,20,2118,12,8,66.7,1,8.3,1060,4741,2503,18,14,2,13,3,1345,21,br BRA,DF,Juventus,Serie A,32,1991,29,"2,452",85,71.7,27.2,27,90,27,2,11,1,1.83,41,22,+19,+0.70,+0.33,36.5,22.2,+14.3,+0.53,-0.43,br BRA,DF,Juventus,Serie A,32,1991,27.2,7,0,0,26,14,1,18,37,36,0,0,0,142,37,27,57.8
Matteo Darmian,it ITA,DF,Inter,Serie A,33,1989,33,27,"2,404",26.7,2,1,3,2,0,0,2,0,1.2,1.2,1.8,3.0,18,72,82,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11,it ITA,DF,Inter,Serie A,33,1989,26.7,2,10,5,50.0,0.37,0.19,0.20,0.40,15.7,0,0,0,1.2,1.2,0.12,+0.8,+0.8,it ITA,DF,Inter,Serie A,33,1989,26.7,1181,1389,85.0,20253,6795,512,565,90.6,558,611,91.3,83,144,57.6,1,1.8,1.3,-0.8,22,64,14,6,72,it ITA,DF,Inter,Serie A,33,1989,26.7,1389,1236,150,16,5,9,21,134,0,0,0,0,1181,3,30,it ITA,DF,Inter,Serie A,33,1989,26.7,55,2.06,45,6,0,2,2,0,3,0.11,2,0,0,0,1,0,it ITA,DF,Inter,Serie A,33,1989,26.7,48,22,23,15,10,20,53,37.7,33,27,11,16,13,61,55,0,it ITA,DF,Inter,Serie A,33,1989,26.7,1586,109,540,766,286,27,1586,15,5,33.3,10,66.7,832,3149,1584,18,15,2,18,1,1082,82,it ITA,DF,Inter,Serie A,33,1989,33,"2,404",73,70.3,26.7,27,81,14,6,36,5,2.61,62,15,+47,+1.76,-0.01,56.0,21.8,+34.2,+1.28,+0.13,it ITA,DF,Inter,Serie A,33,1989,26.7,2,0,0,27,11,1,21,13,22,1,2,0,74,20,17,54.1
Juan David Cabal,co COL,DF,Hellas Verona,Serie A,22,2001,22,17,"1,497",16.6,0,0,0,0,0,0,6,0,0.5,0.5,0.4,0.9,26,70,48,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,co COL,DF,Hellas Verona,Serie A,22,2001,16.6,0,12,3,25.0,0.72,0.18,0.00,0.00,17.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,co COL,DF,Hellas Verona,Serie A,22,2001,16.6,561,790,71.0,9888,4415,265,306,86.6,228,302,75.5,56,126,44.4,0,0.4,0.6,-0.4,12,57,10,6,70,co COL,DF,Hellas Verona,Serie A,22,2001,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29,co COL,DF,Hellas Verona,Serie A,22,2001,16.6,40,2.41,28,3,1,2,2,4,2,0.12,1,0,0,0,0,1,co COL,DF,Hellas Verona,Serie A,22,2001,16.6,36,27,19,14,3,18,29,62.1,11,30,9,21,26,62,55,2,co COL,DF,Hellas Verona,Serie A,22,2001,16.6,1005,61,314,506,202,16,1005,24,12,50.0,9,37.5,412,1922,1152,26,17,1,22,11,467,48,co COL,DF,Hellas Verona,Serie A,22,2001,22,"1,497",68,43.8,16.6,17,85,11,5,10,8,0.95,18,21,-3,-0.18,+0.29,18.6,22.1,-3.6,-0.21,+0.12,co COL,DF,Hellas Verona,Serie A,22,2001,16.6,6,0,0,27,16,1,33,26,27,0,0,0,68,58,21,73.4
Keinan Davis,eng ENG,"FW,MF",Udinese,Serie A,25,1998,8,0,186,2.1,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,2,6,15,0.48,0.00,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28,eng ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,1,6,3,50.0,2.90,1.45,0.17,0.33,14.9,0,0,0,0.5,0.5,0.08,+0.5,+0.5,eng ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,36,50,72.0,512,122,20,26,76.9,14,16,87.5,1,1,100.0,0,0.1,0.2,-0.1,3,3,2,0,6,eng ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,50,49,1,0,0,0,0,0,0,0,0,0,36,0,4,eng ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,11,5.32,8,0,0,3,0,0,1,0.48,0,0,0,1,0,0,eng ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,eng ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,76,3,8,20,50,9,76,5,3,60.0,1,20.0,41,334,74,2,1,3,9,3,61,15,eng ENG,"FW,MF",Udinese,Serie A,25,1998,8,186,23,5.4,2.1,0,0,0,8,23,6,1.50,4,2,+2,+0.97,+1.47,2.6,2.2,+0.4,+0.17,+0.46,eng ENG,"FW,MF",Udinese,Serie A,25,1998,2.1,2,0,0,5,3,3,0,0,0,0,0,0,5,9,5,64.3
Paweł Dawidowicz,pl POL,DF,Hellas Verona,Serie A,28,1995,28,25,"2,143",23.8,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.6,11,89,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,pl POL,DF,Hellas Verona,Serie A,28,1995,23.8,0,9,1,11.1,0.38,0.04,0.00,0.00,11.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,pl POL,DF,Hellas Verona,Serie A,28,1995,23.8,972,1173,82.9,20339,7048,247,302,81.8,587,647,90.7,131,199,65.8,0,0.0,0.1,0.0,2,60,2,0,89,pl POL,DF,Hellas Verona,Serie A,28,1995,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12,pl POL,DF,Hellas Verona,Serie A,28,1995,23.8,11,0.46,8,1,0,2,0,0,1,0.04,0,0,0,1,0,0,pl POL,DF,Hellas Verona,Serie A,28,1995,23.8,53,30,33,18,2,17,29,58.6,12,17,9,8,24,77,114,1,pl POL,DF,Hellas Verona,Serie A,28,1995,23.8,1425,187,749,642,42,14,1425,5,4,80.0,1,20.0,749,3833,1819,11,8,0,13,5,787,5,pl POL,DF,Hellas Verona,Serie A,28,1995,28,"2,143",77,62.7,23.8,25,84,21,3,15,2,1.00,20,31,-11,-0.46,-0.32,21.3,29.9,-8.6,-0.36,-0.22,pl POL,DF,Hellas Verona,Serie A,28,1995,23.8,5,0,0,33,9,0,2,24,30,0,0,1,139,67,30,69.1
Charles De Ketelaere,be BEL,"FW,MF",Atalanta,Serie A,22,2001,35,25,"2,026",22.5,10,8,18,9,1,1,1,0,7.1,6.3,6.1,12.4,88,126,219,0.44,0.36,0.80,0.40,0.76,0.31,0.27,0.59,0.28,0.55,be BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,10,44,24,54.5,1.95,1.07,0.20,0.38,14.2,0,1,1,7.1,6.3,0.14,+2.9,+2.7,be BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,565,782,72.3,8690,2346,302,384,78.6,211,273,77.3,31,58,53.4,8,6.1,4.1,+1.9,49,44,42,7,126,be BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,782,746,35,7,6,2,47,8,2,0,2,0,565,1,25,be BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,93,4.13,70,2,8,2,8,3,10,0.44,10,0,0,0,0,0,be BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,33,21,3,12,18,10,20,50.0,10,30,2,28,7,40,6,0,be BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,1098,10,60,442,612,133,1097,88,40,45.5,35,39.8,669,4241,2121,88,51,41,83,54,835,219,be BEL,"FW,MF",Atalanta,Serie A,22,2001,35,"2,026",58,59.2,22.5,25,68,1,10,33,1,1.77,48,27,+21,+0.93,+0.35,36.0,23.9,+12.2,+0.54,+0.25,be BEL,"FW,MF",Atalanta,Serie A,22,2001,22.5,1,0,0,17,47,6,47,7,21,0,0,1,93,38,35,52.1
Mattia De Sciglio,it ITA,DF,Juventus,Serie A,30,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,it ITA,DF,Juventus,Serie A,30,1992,0.5,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,it ITA,DF,Juventus,Serie A,30,1992,0.5,17,19,89.5,296,124,7,7,100.0,9,10,90.0,1,1,100.0,0,0.0,0.0,0.0,0,2,1,0,3,it ITA,DF,Juventus,Serie A,30,1992,0.5,19,17,2,0,0,0,0,2,0,0,0,0,17,0,0,it ITA,DF,Juventus,Serie A,30,1992,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,it ITA,DF,Juventus,Serie A,30,1992,0.5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,it ITA,DF,Juventus,Serie A,30,1992,0.5,25,1,10,13,2,0,25,0,0,0,0,0,15,50,15,0,2,0,1,0,15,1,it ITA,DF,Juventus,Serie A,30,1992,1,45,45,1.3,0.5,1,45,0,0,0,6,0.00,0,0,0,0.00,-0.61,0.2,0.6,-0.4,-0.88,-1.55,it ITA,DF,Juventus,Serie A,30,1992,0.5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
Lorenzo De Silvestri,it ITA,DF,Bologna,Serie A,35,1988,15,7,674,7.5,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,14,27,12,0.27,0.00,0.27,0.27,0.27,0.03,0.00,0.03,0.03,0.03,it ITA,DF,Bologna,Serie A,35,1988,7.5,2,4,2,50.0,0.53,0.27,0.50,1.00,17.8,0,0,0,0.2,0.2,0.05,+1.8,+1.8,it ITA,DF,Bologna,Serie A,35,1988,7.5,373,432,86.3,5791,1916,181,195,92.8,168,189,88.9,14,29,48.3,0,0.0,0.1,0.0,0,20,1,1,27,it ITA,DF,Bologna,Serie A,35,1988,7.5,432,365,66,16,0,1,9,50,0,0,0,0,373,1,7,it ITA,DF,Bologna,Serie A,35,1988,7.5,4,0.53,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0,it ITA,DF,Bologna,Serie A,35,1988,7.5,10,8,5,2,3,4,7,57.1,3,9,4,5,6,16,27,0,it ITA,DF,Bologna,Serie A,35,1988,7.5,499,32,202,226,75,2,499,0,0,0,0,0,256,1526,732,14,4,0,4,1,320,12,it ITA,DF,Bologna,Serie A,35,1988,15,674,45,19.7,7.5,7,70,0,8,23,20,1.87,11,7,+4,+0.53,-0.06,8.1,9.7,-1.6,-0.22,-0.63,it ITA,DF,Bologna,Serie A,35,1988,7.5,0,0,0,3,6,0,9,6,8,0,0,0,21,9,5,64.3
